sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Newport County,2020-04-21,-42.0,-17.0,-15.0,-60.0,-50.0,21.0
Newport County,2020-04-22,-39.0,-12.0,1.0,-56.0,-49.0,21.0
Newport County,2020-04-23,-39.0,-19.0,23.0,-50.0,-49.0,20.0
Newport County,2020-04-24,-46.0,-24.0,-42.0,-60.0,-50.0,25.0
Newport County,2020-04-25,-33.0,-8.0,72.0,Nan,-33.0,Nan
Newport County,2020-04-26,-50.0,-25.0,-65.0,-58.0,-42.0,Nan
Newport County,2020-04-27,-42.0,-20.0,-29.0,-61.0,-51.0,21.0
Newport County,2020-04-28,-34.0,-13.0,30.0,-50.0,-48.0,14.0
Newport County,2020-04-29,-31.0,-14.0,40.0,-50.0,-49.0,19.0
Newport County,2020-04-30,-40.0,-20.0,-19.0,-54.0,-51.0,21.0
Newport County,2020-05-01,-36.0,-11.0,9.0,-35.0,-46.0,22.0
Newport County,2020-05-02,-25.0,0.0,78.0,Nan,-31.0,Nan
Newport County,2020-05-03,-22.0,2.0,38.0,Nan,-30.0,Nan
Newport County,2020-05-04,-27.0,-7.0,48.0,-31.0,-48.0,17.0
Newport County,2020-05-05,-25.0,2.0,60.0,-34.0,-47.0,17.0
Newport County,2020-05-06,-29.0,-6.0,23.0,-47.0,-46.0,18.0
Newport County,2020-05-07,-29.0,Nan,65.0,-45.0,-47.0,18.0
Newport County,2020-05-08,-33.0,0.0,11.0,-32.0,-45.0,21.0
Newport County,2020-05-09,-33.0,10.0,-20.0,-48.0,-30.0,Nan
Newport County,2020-05-10,-21.0,2.0,18.0,-33.0,-29.0,Nan
Newport County,2020-05-11,-32.0,-11.0,30.0,-52.0,-44.0,18.0
Newport County,2020-05-12,-27.0,1.0,72.0,-37.0,-43.0,16.0
Newport County,2020-05-13,-25.0,-1.0,73.0,-37.0,-42.0,16.0
Newport County,2020-05-14,-22.0,-4.0,113.0,-31.0,-44.0,14.0
Newport County,2020-05-15,-23.0,-1.0,85.0,-30.0,-42.0,18.0
Newport County,2020-05-16,-12.0,8.0,181.0,-19.0,-24.0,Nan
Newport County,2020-05-17,-14.0,-1.0,73.0,Nan,-19.0,Nan
Newport County,2020-05-18,-21.0,-7.0,68.0,-41.0,-41.0,16.0
Newport County,2020-05-19,-18.0,7.0,92.0,-41.0,-40.0,15.0
Newport County,2020-05-20,-14.0,5.0,109.0,-39.0,-40.0,15.0
Newport County,2020-05-21,-15.0,2.0,133.0,-46.0,-40.0,15.0
Newport County,2020-05-22,-5.0,14.0,210.0,-27.0,-40.0,16.0
Newport County,2020-05-23,-25.0,4.0,11.0,-58.0,-23.0,Nan
Newport County,2020-05-24,16.0,16.0,191.0,Nan,-17.0,Nan
Newport County,2020-05-25,-5.0,2.0,Nan,-47.0,-71.0,20.0
Newport County,2020-05-26,-10.0,11.0,Nan,-34.0,-38.0,14.0
Newport County,2020-05-27,-6.0,7.0,170.0,-35.0,-37.0,14.0
Newport County,2020-05-28,-12.0,0.0,108.0,-44.0,-37.0,15.0
Newport County,2020-05-29,-20.0,-2.0,45.0,-39.0,-36.0,17.0
Newport County,2020-05-30,2.0,12.0,206.0,-8.0,-7.0,7.0
Newport County,2020-05-31,18.0,9.0,179.0,Nan,-8.0,Nan
Newport County,2020-06-01,1.0,11.0,Nan,-36.0,-35.0,12.0
Newport County,2020-06-02,-4.0,14.0,114.0,-39.0,-36.0,12.0
Newport County,2020-06-03,-4.0,17.0,88.0,-37.0,-34.0,13.0
Newport County,2020-06-04,6.0,12.0,Nan,-30.0,-35.0,11.0
Newport County,2020-06-05,-3.0,5.0,102.0,-23.0,-34.0,14.0
Newport County,2020-06-06,9.0,14.0,197.0,-20.0,-10.0,6.0
Newport County,2020-06-07,18.0,13.0,150.0,Nan,-8.0,Nan
Newport County,2020-06-08,6.0,6.0,Nan,-31.0,-35.0,11.0
Newport County,2020-06-09,8.0,16.0,Nan,-33.0,-35.0,11.0
Newport County,2020-06-10,6.0,12.0,Nan,-24.0,-35.0,11.0
Newport County,2020-06-11,-6.0,-2.0,70.0,-27.0,-36.0,14.0
Newport County,2020-06-12,8.0,11.0,Nan,15.0,-32.0,11.0
Newport County,2020-06-13,28.0,21.0,Nan,Nan,-3.0,3.0
Newport County,2020-06-14,37.0,16.0,265.0,Nan,-4.0,Nan
Newport County,2020-06-15,11.0,8.0,Nan,-6.0,-35.0,10.0
Newport County,2020-06-16,13.0,17.0,Nan,1.0,-33.0,9.0
Newport County,2020-06-17,13.0,16.0,Nan,-7.0,-33.0,10.0
Newport County,2020-06-18,15.0,9.0,Nan,-6.0,-34.0,9.0
Newport County,2020-06-19,17.0,18.0,Nan,24.0,-32.0,9.0
Newport County,2020-06-20,36.0,27.0,Nan,Nan,-5.0,2.0
Newport County,2020-06-21,43.0,18.0,Nan,Nan,-1.0,Nan
Newport County,2020-06-22,16.0,8.0,Nan,Nan,-36.0,9.0
Newport County,2020-06-23,19.0,19.0,Nan,5.0,-36.0,10.0
Newport County,2020-06-24,14.0,15.0,Nan,8.0,-32.0,10.0
Newport County,2020-06-25,19.0,10.0,Nan,7.0,-32.0,8.0
Newport County,2020-06-26,14.0,14.0,Nan,27.0,-31.0,9.0
Newport County,2020-06-27,15.0,7.0,237.0,Nan,-6.0,4.0
Newport County,2020-06-28,38.0,16.0,Nan,Nan,-1.0,Nan
Newport County,2020-06-29,14.0,9.0,Nan,-27.0,-33.0,9.0
Newport County,2020-06-30,16.0,14.0,Nan,-22.0,-33.0,9.0
Newport County,2020-07-01,17.0,21.0,Nan,-25.0,-33.0,8.0
Newport County,2020-07-02,38.0,27.0,Nan,3.0,-34.0,6.0
Newport County,2020-07-03,28.0,35.0,Nan,21.0,-51.0,13.0
Newport County,2020-07-04,24.0,21.0,Nan,Nan,-19.0,2.0
Newport County,2020-07-05,40.0,10.0,Nan,Nan,1.0,Nan
Newport County,2020-07-06,31.0,13.0,Nan,Nan,-40.0,9.0
Newport County,2020-07-07,23.0,22.0,Nan,1.0,-34.0,8.0
Newport County,2020-07-08,19.0,20.0,Nan,-11.0,-32.0,8.0
Newport County,2020-07-09,23.0,12.0,Nan,-2.0,-34.0,7.0
Newport County,2020-07-10,5.0,13.0,177.0,-8.0,-31.0,11.0
Newport County,2020-07-11,23.0,19.0,296.0,Nan,-3.0,3.0
Newport County,2020-07-12,48.0,17.0,Nan,Nan,5.0,Nan
Newport County,2020-07-13,25.0,13.0,Nan,-14.0,-34.0,8.0
Newport County,2020-07-14,18.0,22.0,Nan,-13.0,-35.0,8.0
Newport County,2020-07-15,26.0,18.0,Nan,-23.0,-30.0,8.0
Newport County,2020-07-16,27.0,14.0,Nan,-13.0,-31.0,7.0
Newport County,2020-07-17,11.0,12.0,208.0,-16.0,-32.0,11.0
Newport County,2020-07-18,36.0,26.0,Nan,Nan,-2.0,1.0
Newport County,2020-07-19,45.0,19.0,Nan,Nan,0.0,Nan
Newport County,2020-07-20,24.0,18.0,Nan,Nan,-34.0,8.0
Newport County,2020-07-21,25.0,26.0,Nan,-21.0,-32.0,7.0
Newport County,2020-07-22,20.0,17.0,Nan,-25.0,-31.0,8.0
Newport County,2020-07-23,18.0,12.0,Nan,-26.0,-31.0,8.0
Newport County,2020-07-24,18.0,20.0,Nan,-6.0,-28.0,9.0
Newport County,2020-07-25,36.0,21.0,Nan,Nan,-1.0,1.0
Newport County,2020-07-26,41.0,22.0,Nan,Nan,3.0,Nan
Newport County,2020-07-27,29.0,21.0,Nan,-24.0,-32.0,7.0
Newport County,2020-07-28,24.0,22.0,Nan,-21.0,-31.0,8.0
Newport County,2020-07-29,24.0,20.0,Nan,-17.0,-30.0,7.0
Newport County,2020-07-30,22.0,10.0,Nan,-22.0,-31.0,8.0
Newport County,2020-07-31,21.0,14.0,Nan,4.0,-30.0,8.0
Newport County,2020-08-01,36.0,25.0,Nan,Nan,4.0,0.0
Newport County,2020-08-02,43.0,20.0,Nan,Nan,5.0,Nan
Newport County,2020-08-03,34.0,22.0,Nan,Nan,-31.0,6.0
Newport County,2020-08-04,11.0,19.0,Nan,-36.0,-33.0,9.0
Newport County,2020-08-05,19.0,21.0,Nan,-33.0,-30.0,7.0
Newport County,2020-08-06,20.0,15.0,Nan,-18.0,-31.0,6.0
Newport County,2020-08-07,8.0,11.0,Nan,-14.0,-30.0,8.0
Newport County,2020-08-08,19.0,15.0,Nan,Nan,-1.0,1.0
Newport County,2020-08-09,31.0,14.0,Nan,Nan,6.0,Nan
Newport County,2020-08-10,22.0,16.0,Nan,-22.0,-39.0,8.0
Newport County,2020-08-11,17.0,19.0,Nan,-14.0,-32.0,7.0
Newport County,2020-08-12,20.0,14.0,Nan,-22.0,-30.0,7.0
Newport County,2020-08-13,15.0,2.0,Nan,-19.0,-31.0,8.0
Newport County,2020-08-14,14.0,7.0,Nan,-5.0,-30.0,8.0
Newport County,2020-08-15,20.0,11.0,Nan,2.0,-4.0,2.0
Newport County,2020-08-16,11.0,6.0,58.0,-26.0,-2.0,Nan
Newport County,2020-08-17,Nan,Nan,Nan,Nan,-32.0,7.0
Newport County,2020-08-18,Nan,Nan,Nan,Nan,-30.0,7.0
Newport County,2020-08-19,Nan,Nan,Nan,Nan,-30.0,8.0
Newport County,2020-08-20,Nan,Nan,Nan,Nan,-29.0,6.0
Newport County,2020-08-21,Nan,Nan,Nan,Nan,-29.0,8.0
Newport County,2020-08-22,Nan,Nan,Nan,Nan,Nan,1.0
Newport County,2020-08-24,Nan,Nan,Nan,Nan,-31.0,7.0
Newport County,2020-08-25,Nan,Nan,Nan,Nan,-31.0,7.0
Newport County,2020-08-26,Nan,Nan,Nan,Nan,-28.0,7.0
Newport County,2020-08-27,Nan,Nan,Nan,Nan,-30.0,9.0
Newport County,2020-08-28,Nan,Nan,Nan,Nan,-27.0,7.0
Newport County,2020-08-29,Nan,Nan,Nan,Nan,Nan,5.0
Newport County,2020-08-31,Nan,Nan,Nan,Nan,-29.0,7.0
Newport County,2020-09-01,Nan,Nan,Nan,Nan,-29.0,6.0
Newport County,2020-09-02,Nan,Nan,Nan,Nan,-31.0,10.0
Newport County,2020-09-03,Nan,Nan,Nan,Nan,-29.0,6.0
Newport County,2020-09-04,Nan,Nan,Nan,Nan,-30.0,6.0
Newport County,2020-09-05,Nan,Nan,Nan,Nan,Nan,0.0
Newport County,2020-09-07,Nan,Nan,Nan,Nan,-66.0,13.0
Newport County,2020-09-08,Nan,Nan,Nan,Nan,-32.0,6.0
Newport County,2020-09-09,Nan,Nan,Nan,Nan,-31.0,6.0
Newport County,2020-09-10,Nan,Nan,Nan,Nan,-31.0,8.0
Newport County,2020-09-11,7.0,11.0,183.0,-23.0,-27.0,7.0
Newport County,2020-09-12,25.0,17.0,253.0,-10.0,1.0,0.0
Newport County,2020-09-13,19.0,12.0,154.0,Nan,8.0,Nan
Newport County,2020-09-14,13.0,11.0,Nan,Nan,-28.0,6.0
Newport County,2020-09-15,10.0,19.0,Nan,-43.0,-27.0,7.0
Newport County,2020-09-16,6.0,12.0,147.0,-49.0,-29.0,6.0
Newport County,2020-09-17,8.0,7.0,Nan,-49.0,-27.0,6.0
Newport County,2020-09-18,4.0,6.0,138.0,-48.0,-27.0,7.0
Newport County,2020-09-19,21.0,12.0,196.0,-22.0,-1.0,0.0
Newport County,2020-09-20,21.0,7.0,99.0,-36.0,4.0,Nan
Newport County,2020-09-21,10.0,6.0,Nan,Nan,-28.0,7.0
Newport County,2020-09-22,7.0,11.0,133.0,-53.0,-29.0,8.0
Newport County,2020-09-23,6.0,10.0,159.0,-56.0,-26.0,7.0
Newport County,2020-09-24,6.0,4.0,Nan,-53.0,-25.0,7.0
Newport County,2020-09-25,6.0,5.0,191.0,-42.0,-24.0,6.0
Newport County,2020-09-26,24.0,7.0,223.0,-20.0,2.0,1.0
Newport County,2020-09-27,13.0,3.0,104.0,-38.0,4.0,1.0
Newport County,2020-09-28,3.0,3.0,105.0,Nan,-26.0,8.0
Newport County,2020-09-29,3.0,12.0,119.0,-56.0,-25.0,7.0
Newport County,2020-09-30,-2.0,7.0,74.0,-61.0,-26.0,9.0
Newport County,2020-10-01,4.0,9.0,Nan,-52.0,-22.0,5.0
Newport County,2020-10-02,0.0,6.0,100.0,-42.0,-22.0,7.0
Newport County,2020-10-03,16.0,10.0,176.0,-11.0,1.0,0.0
Newport County,2020-10-04,16.0,4.0,105.0,Nan,4.0,0.0
Newport County,2020-10-05,0.0,4.0,87.0,Nan,-27.0,8.0
Newport County,2020-10-06,0.0,12.0,128.0,-47.0,-26.0,6.0
Newport County,2020-10-07,-1.0,5.0,97.0,-56.0,-25.0,7.0
Newport County,2020-10-08,-1.0,3.0,121.0,-52.0,-24.0,7.0
Newport County,2020-10-09,0.0,3.0,113.0,-41.0,-24.0,7.0
Newport County,2020-10-10,20.0,7.0,166.0,-30.0,-4.0,1.0
Newport County,2020-10-11,24.0,2.0,112.0,-33.0,1.0,1.0
Newport County,2020-10-12,-8.0,-1.0,71.0,Nan,-56.0,15.0
Newport County,2020-10-13,-16.0,-2.0,16.0,-60.0,-29.0,10.0
Newport County,2020-10-14,-1.0,5.0,125.0,-49.0,-23.0,7.0
Newport County,2020-10-15,0.0,-1.0,144.0,-44.0,-23.0,6.0
Newport County,2020-10-16,-7.0,1.0,54.0,-55.0,-25.0,10.0
Newport County,2020-10-17,3.0,1.0,92.0,-53.0,-3.0,4.0
Newport County,2020-10-18,5.0,-3.0,83.0,-36.0,-2.0,2.0
Newport County,2020-10-19,0.0,3.0,117.0,Nan,-29.0,8.0
Newport County,2020-10-20,-8.0,3.0,47.0,-60.0,-29.0,10.0
Newport County,2020-10-21,-5.0,5.0,70.0,-59.0,-24.0,8.0
Newport County,2020-10-22,0.0,-3.0,Nan,-50.0,-24.0,6.0
Newport County,2020-10-23,-4.0,-2.0,122.0,-52.0,-24.0,7.0
Newport County,2020-10-24,4.0,4.0,136.0,-45.0,-6.0,2.0
Newport County,2020-10-25,1.0,1.0,37.0,-54.0,-4.0,2.0
Newport County,2020-10-26,-9.0,-3.0,51.0,Nan,-26.0,8.0
Newport County,2020-10-27,-6.0,8.0,79.0,-58.0,-26.0,8.0
Newport County,2020-10-28,-10.0,2.0,22.0,-66.0,-25.0,10.0
Newport County,2020-10-29,-15.0,-5.0,8.0,-62.0,-27.0,10.0
Newport County,2020-10-30,-20.0,-4.0,-13.0,-60.0,-27.0,12.0
Newport County,2020-10-31,-5.0,16.0,58.0,-55.0,-8.0,4.0
Newport County,2020-11-01,-16.0,-2.0,-14.0,-58.0,-10.0,5.0
Newport County,2020-11-02,-9.0,0.0,34.0,Nan,-28.0,9.0
Newport County,2020-11-03,-3.0,12.0,57.0,-59.0,-35.0,10.0
Newport County,2020-11-04,-9.0,-5.0,41.0,-56.0,-26.0,10.0
Newport County,2020-11-05,-9.0,-4.0,75.0,-53.0,-26.0,9.0
Newport County,2020-11-06,-9.0,-6.0,62.0,-51.0,-24.0,10.0
Newport County,2020-11-07,6.0,-1.0,141.0,-43.0,-8.0,3.0
Newport County,2020-11-08,7.0,3.0,97.0,-43.0,-1.0,3.0
Newport County,2020-11-09,-3.0,-2.0,105.0,Nan,-28.0,9.0
Newport County,2020-11-10,-4.0,6.0,90.0,-60.0,-28.0,8.0
Newport County,2020-11-11,-3.0,-3.0,67.0,-67.0,-46.0,14.0
Newport County,2020-11-12,-16.0,-5.0,9.0,-67.0,-27.0,11.0
Newport County,2020-11-13,-17.0,-5.0,-2.0,-62.0,-27.0,13.0
Newport County,2020-11-14,-8.0,-5.0,44.0,-49.0,-9.0,5.0
Newport County,2020-11-15,-13.0,-6.0,-11.0,-61.0,-7.0,6.0
Newport County,2020-11-16,-11.0,-4.0,44.0,Nan,-31.0,10.0
Newport County,2020-11-17,-11.0,4.0,30.0,-65.0,-29.0,10.0
Newport County,2020-11-18,-13.0,-1.0,6.0,-65.0,-28.0,11.0
Newport County,2020-11-19,-15.0,-3.0,7.0,-62.0,-29.0,11.0
Newport County,2020-11-20,-15.0,2.0,19.0,-59.0,-26.0,11.0
Newport County,2020-11-21,-12.0,3.0,52.0,-57.0,-7.0,5.0
Newport County,2020-11-22,-17.0,-1.0,-24.0,-63.0,-10.0,6.0
Newport County,2020-11-23,-15.0,4.0,-10.0,Nan,-31.0,12.0
Newport County,2020-11-24,-3.0,22.0,35.0,-68.0,-31.0,9.0
Newport County,2020-11-25,6.0,36.0,19.0,-69.0,-36.0,11.0
Newport County,2020-11-26,-80.0,-73.0,-35.0,Nan,-83.0,26.0
Newport County,2020-11-27,-22.0,-16.0,64.0,-64.0,-57.0,18.0
Newport County,2020-11-28,-12.0,-8.0,39.0,-59.0,-15.0,7.0
Newport County,2020-11-29,-15.0,-4.0,5.0,-62.0,-9.0,6.0
Newport County,2020-11-30,-25.0,-16.0,-8.0,Nan,-34.0,14.0
Newport County,2020-12-01,-15.0,9.0,20.0,-59.0,-32.0,12.0
Newport County,2020-12-02,-16.0,1.0,5.0,-63.0,-30.0,12.0
Newport County,2020-12-03,-16.0,3.0,29.0,-64.0,-30.0,11.0
Newport County,2020-12-04,-18.0,2.0,2.0,-61.0,-29.0,13.0
Newport County,2020-12-05,-42.0,-26.0,-60.0,-75.0,-19.0,13.0
Newport County,2020-12-06,-16.0,5.0,-28.0,-65.0,-13.0,6.0
Newport County,2020-12-07,-16.0,-3.0,12.0,Nan,-33.0,11.0
Newport County,2020-12-08,-18.0,1.0,-1.0,-72.0,-34.0,12.0
Newport County,2020-12-09,-21.0,-3.0,-3.0,-69.0,-31.0,13.0
Newport County,2020-12-10,-17.0,-4.0,20.0,-64.0,-31.0,11.0
Newport County,2020-12-11,-20.0,-2.0,19.0,-69.0,-29.0,13.0
Newport County,2020-12-12,-29.0,-7.0,-42.0,-67.0,-17.0,10.0
Newport County,2020-12-13,-11.0,1.0,19.0,-58.0,-14.0,5.0
Newport County,2020-12-14,-18.0,0.0,-21.0,Nan,-34.0,12.0
Newport County,2020-12-15,-6.0,23.0,4.0,-68.0,-33.0,11.0
Newport County,2020-12-16,-6.0,33.0,-21.0,-66.0,-32.0,11.0
Newport County,2020-12-17,-65.0,-59.0,-43.0,-79.0,-69.0,28.0
Newport County,2020-12-18,-26.0,-6.0,-31.0,-65.0,-34.0,15.0
Newport County,2020-12-19,-19.0,0.0,-21.0,-70.0,-17.0,8.0
Newport County,2020-12-20,-22.0,-3.0,-49.0,Nan,-21.0,8.0
Newport County,2020-12-21,-8.0,15.0,10.0,Nan,-37.0,11.0
Newport County,2020-12-22,-4.0,22.0,10.0,-73.0,-38.0,11.0
Newport County,2020-12-23,5.0,40.0,12.0,-66.0,-39.0,11.0
Newport County,2020-12-24,-9.0,39.0,4.0,-73.0,-59.0,15.0
Newport County,2020-12-25,-90.0,-83.0,-65.0,Nan,-83.0,30.0
Newport County,2020-12-26,-32.0,-20.0,-4.0,-70.0,-27.0,10.0
Newport County,2020-12-27,-24.0,-18.0,-2.0,-70.0,-19.0,8.0
Newport County,2020-12-28,-10.0,-6.0,64.0,Nan,-45.0,14.0
Newport County,2020-12-29,-13.0,2.0,35.0,-73.0,-45.0,15.0
Newport County,2020-12-30,-9.0,6.0,26.0,-72.0,-41.0,14.0
Newport County,2020-12-31,-6.0,14.0,13.0,-71.0,-49.0,15.0
Newport County,2021-01-01,-44.0,-33.0,66.0,Nan,-74.0,27.0
Newport County,2021-01-02,-24.0,-8.0,12.0,-70.0,-24.0,9.0
Newport County,2021-01-03,-34.0,-15.0,-47.0,Nan,-17.0,9.0
Newport County,2021-01-04,-24.0,-7.0,-14.0,Nan,-37.0,13.0
Newport County,2021-01-05,-24.0,-3.0,-8.0,-71.0,-38.0,14.0
Newport County,2021-01-06,-25.0,-7.0,-9.0,-68.0,-38.0,15.0
Newport County,2021-01-07,-25.0,-9.0,1.0,-67.0,-36.0,13.0
Newport County,2021-01-08,-26.0,-12.0,-3.0,-67.0,-36.0,15.0
Newport County,2021-01-09,-23.0,-10.0,-7.0,-64.0,-19.0,9.0
Newport County,2021-01-10,-22.0,-6.0,-8.0,-59.0,-17.0,7.0
Newport County,2021-01-11,-24.0,-7.0,2.0,Nan,-34.0,13.0
Newport County,2021-01-12,-21.0,0.0,14.0,-69.0,-34.0,13.0
Newport County,2021-01-13,-23.0,-5.0,1.0,-66.0,-33.0,13.0
Newport County,2021-01-14,-26.0,-11.0,8.0,-63.0,-35.0,13.0
Newport County,2021-01-15,-28.0,-10.0,-11.0,-62.0,-34.0,14.0
Newport County,2021-01-16,-29.0,-15.0,-19.0,-70.0,-24.0,10.0
Newport County,2021-01-17,-20.0,-7.0,-5.0,-68.0,-21.0,6.0
Newport County,2021-01-18,-20.0,-12.0,67.0,Nan,-55.0,15.0
Newport County,2021-01-19,-25.0,-4.0,3.0,-61.0,-35.0,12.0
Newport County,2021-01-20,-30.0,-12.0,-17.0,-67.0,-33.0,13.0
Newport County,2021-01-21,-26.0,-11.0,-8.0,-68.0,-32.0,12.0
Newport County,2021-01-22,-26.0,-11.0,2.0,-58.0,-30.0,13.0
Newport County,2021-01-23,-26.0,-13.0,-19.0,-59.0,-18.0,8.0
Newport County,2021-01-24,-32.0,-18.0,-49.0,-67.0,-21.0,8.0
Newport County,2021-01-25,-26.0,-13.0,1.0,Nan,-36.0,12.0
Newport County,2021-01-26,-27.0,-9.0,-11.0,-61.0,-34.0,12.0
Newport County,2021-01-27,-31.0,-14.0,-24.0,-68.0,-35.0,14.0
Newport County,2021-01-28,-27.0,-12.0,-18.0,-66.0,-33.0,12.0
Newport County,2021-01-29,-33.0,-18.0,-37.0,-71.0,-32.0,15.0
Newport County,2021-01-30,-27.0,-11.0,-34.0,-71.0,-19.0,8.0
Newport County,2021-01-31,-26.0,-1.0,-47.0,Nan,-17.0,6.0
Newport County,2021-02-01,-50.0,-32.0,-49.0,Nan,-53.0,22.0
Newport County,2021-02-02,-33.0,-12.0,-28.0,-68.0,-40.0,15.0
Newport County,2021-02-03,-23.0,-5.0,-17.0,-70.0,-32.0,12.0
Newport County,2021-02-04,-23.0,-9.0,-1.0,-66.0,-29.0,11.0
Newport County,2021-02-05,-27.0,-11.0,-28.0,-64.0,-30.0,13.0
Newport County,2021-02-06,-16.0,10.0,4.0,-60.0,-12.0,5.0
Newport County,2021-02-07,-50.0,-31.0,-70.0,Nan,-26.0,11.0
Newport County,2021-02-08,-31.0,-23.0,-23.0,Nan,-40.0,14.0
Newport County,2021-02-09,-29.0,-10.0,-28.0,-68.0,-34.0,14.0
Newport County,2021-02-10,-26.0,-4.0,-19.0,-69.0,-29.0,11.0
Newport County,2021-02-11,-21.0,-5.0,-15.0,-67.0,-30.0,11.0
Newport County,2021-02-12,-21.0,-1.0,-22.0,-66.0,-29.0,13.0
Newport County,2021-02-13,-13.0,15.0,-20.0,-63.0,-16.0,7.0
Newport County,2021-02-14,-14.0,0.0,-33.0,Nan,-15.0,6.0
Newport County,2021-02-15,-21.0,-12.0,-8.0,Nan,-54.0,16.0
Newport County,2021-02-16,-24.0,-5.0,-7.0,-67.0,-38.0,13.0
Newport County,2021-02-17,-18.0,1.0,-4.0,-70.0,-34.0,11.0
Newport County,2021-02-18,-32.0,-12.0,-28.0,-67.0,-37.0,15.0
Newport County,2021-02-19,-35.0,-23.0,-37.0,-74.0,-40.0,18.0
Newport County,2021-02-20,-21.0,-5.0,-9.0,-59.0,-15.0,7.0
Newport County,2021-02-21,-18.0,-8.0,-28.0,-63.0,-16.0,6.0
Newport County,2021-02-22,-24.0,-13.0,-21.0,Nan,-32.0,11.0
Newport County,2021-02-23,-20.0,-2.0,6.0,-64.0,-31.0,11.0
Newport County,2021-02-24,-16.0,-3.0,28.0,-65.0,-28.0,10.0
Newport County,2021-02-25,-16.0,-12.0,19.0,-65.0,-28.0,10.0
Newport County,2021-02-26,-17.0,-6.0,17.0,-56.0,-27.0,10.0
Newport County,2021-02-27,-25.0,-12.0,-51.0,-71.0,-16.0,8.0
Newport County,2021-02-28,-15.0,-3.0,-14.0,-60.0,-16.0,5.0
Newport County,2021-03-01,-20.0,-3.0,-10.0,Nan,-31.0,10.0
Newport County,2021-03-02,-21.0,-3.0,-12.0,-65.0,-31.0,11.0
Newport County,2021-03-03,-14.0,4.0,19.0,-64.0,-28.0,9.0
Newport County,2021-03-04,-15.0,-3.0,10.0,-62.0,-29.0,10.0
Newport County,2021-03-05,-20.0,-5.0,-7.0,-63.0,-27.0,11.0
Newport County,2021-03-06,-10.0,1.0,15.0,-58.0,-15.0,6.0
Newport County,2021-03-07,-11.0,-1.0,-1.0,-66.0,-12.0,5.0
Newport County,2021-03-08,-17.0,-3.0,16.0,Nan,-32.0,10.0
Newport County,2021-03-09,-11.0,2.0,54.0,-64.0,-31.0,9.0
Newport County,2021-03-10,-11.0,-2.0,35.0,-68.0,-28.0,9.0
Newport County,2021-03-11,-10.0,-7.0,47.0,-53.0,-28.0,9.0
Newport County,2021-03-12,-8.0,-4.0,60.0,-55.0,-27.0,10.0
Newport County,2021-03-13,1.0,2.0,42.0,-52.0,-16.0,4.0
Newport County,2021-03-14,-9.0,-1.0,-17.0,-57.0,-16.0,5.0
Newport County,2021-03-15,-18.0,-5.0,-8.0,Nan,-33.0,12.0
Newport County,2021-03-16,-16.0,9.0,4.0,-64.0,-29.0,10.0
Newport County,2021-03-17,-10.0,1.0,9.0,-64.0,-26.0,9.0
Newport County,2021-03-18,-16.0,-10.0,-13.0,-68.0,-29.0,10.0
Newport County,2021-03-19,-11.0,-1.0,-8.0,-65.0,-28.0,11.0
Newport County,2021-03-20,4.0,6.0,49.0,-49.0,-12.0,4.0
Newport County,2021-03-21,15.0,4.0,68.0,-55.0,-11.0,3.0
Newport County,2021-03-22,-4.0,2.0,61.0,Nan,-29.0,8.0
Newport County,2021-03-23,-4.0,8.0,74.0,-61.0,-28.0,8.0
Newport County,2021-03-24,-7.0,3.0,24.0,-65.0,-27.0,8.0
Newport County,2021-03-25,-7.0,1.0,46.0,-58.0,-27.0,8.0
Newport County,2021-03-26,-12.0,-1.0,-9.0,-59.0,-26.0,10.0
Newport County,2021-03-27,16.0,12.0,117.0,-44.0,-12.0,2.0
Newport County,2021-03-28,-18.0,-11.0,-57.0,Nan,-16.0,6.0
Newport County,2021-03-29,-5.0,7.0,39.0,Nan,-30.0,8.0
Newport County,2021-03-30,-1.0,10.0,78.0,-64.0,-28.0,7.0
Newport County,2021-03-31,-4.0,12.0,37.0,-58.0,-28.0,8.0
Newport County,2021-04-01,-2.0,8.0,10.0,-64.0,-26.0,8.0
Newport County,2021-04-02,2.0,19.0,35.0,-59.0,-35.0,10.0
Newport County,2021-04-03,14.0,36.0,54.0,-55.0,-11.0,2.0
Newport County,2021-04-04,-20.0,-19.0,23.0,-54.0,-18.0,2.0
Newport County,2021-04-05,-3.0,2.0,49.0,Nan,-30.0,8.0
Newport County,2021-04-06,1.0,8.0,70.0,-57.0,-28.0,7.0
Newport County,2021-04-07,-2.0,3.0,59.0,-57.0,-27.0,7.0
Newport County,2021-04-08,1.0,3.0,83.0,-55.0,-26.0,6.0
Newport County,2021-04-09,1.0,4.0,70.0,-52.0,-26.0,7.0
Newport County,2021-04-10,19.0,9.0,123.0,-35.0,-11.0,2.0
Newport County,2021-04-11,2.0,3.0,-18.0,-64.0,-15.0,4.0
Newport County,2021-04-12,-6.0,4.0,44.0,Nan,-29.0,8.0
Newport County,2021-04-13,1.0,11.0,66.0,-56.0,-27.0,7.0
Newport County,2021-04-14,1.0,9.0,73.0,-60.0,-26.0,6.0
Newport County,2021-04-15,-3.0,4.0,19.0,-67.0,-26.0,8.0
