date,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-02-15,,3.090909090909091,-1.4814814814814814,9.235294117647058,0.18181818181818182,-2.4363636363636365,-0.16666666666666666
2020-02-16,,4.470588235294118,-2.5,13.3,0.36363636363636365,-3.6595744680851063,-0.5454545454545454
2020-02-17,,-1.711111111111111,-4.3,18.266666666666666,-4.363636363636363,-25.256756756756758,7.0588235294117645
2020-02-18,,-2.0851063829787235,-0.14583333333333334,1.0,5.090909090909091,8.23611111111111,-0.14285714285714285
2020-02-19,,-1.510204081632653,-2.5,5.133333333333334,5.0,8.267605633802816,-0.7
2020-02-20,,-2.163265306122449,-0.3125,1.2,0.6363636363636364,8.219178082191782,-0.5
2020-02-21,,-0.20754716981132076,-2.1176470588235294,6.666666666666667,2.4545454545454546,10.128571428571428,-1.2
2020-02-22,,1.8035714285714286,-1.75,8.764705882352942,0.36363636363636365,-0.8727272727272727,0.08333333333333333
2020-02-23,,-1.8269230769230769,-4.225,3.1904761904761907,1.2727272727272727,-3.5319148936170213,0.2727272727272727
2020-02-24,,-8.065217391304348,-3.9,-6.625,2.909090909090909,14.462686567164178,-0.35
2020-02-25,,-8.553191489361701,-8.365384615384615,-12.5,-1.2727272727272727,7.208333333333333,1.2
2020-02-26,,-0.6122448979591837,-2.18,3.6666666666666665,4.545454545454546,9.450704225352112,-1.0
2020-02-27,,3.1020408163265305,0.75,7.666666666666667,4.454545454545454,9.452054794520548,-1.3
2020-02-28,,5.653846153846154,1.6122448979591837,13.0,4.636363636363637,10.285714285714286,-2.55
2020-02-29,,5.203703703703703,-2.3333333333333335,18.235294117647058,4.636363636363637,-0.6181818181818182,-1.5833333333333333
2020-03-01,,5.470588235294118,0.9230769230769231,14.35,7.818181818181818,-2.608695652173913,-1.0
2020-03-02,,-2.1555555555555554,4.0,-5.1875,0.2727272727272727,-7.444444444444445,2.111111111111111
2020-03-03,,3.297872340425532,7.645833333333333,7.733333333333333,3.8181818181818183,9.625,-1.3333333333333333
2020-03-04,,1.7142857142857142,5.270833333333333,8.266666666666667,5.545454545454546,9.041666666666666,-1.1904761904761905
2020-03-05,,0.5510204081632653,0.8958333333333334,10.625,1.1818181818181819,8.432432432432432,-1.05
2020-03-06,,1.5769230769230769,2.7916666666666665,15.733333333333333,2.8181818181818183,9.314285714285715,-1.4
2020-03-07,,2.3214285714285716,0.37735849056603776,20.176470588235293,2.909090909090909,-1.5454545454545454,-0.75
2020-03-08,,1.9215686274509804,1.8717948717948718,14.818181818181818,2.3636363636363638,-3.9361702127659575,-0.36363636363636365
2020-03-09,,-8.478260869565217,-1.510204081632653,-1.625,1.8181818181818181,11.044117647058824,0.15
2020-03-10,,-2.595744680851064,4.354166666666667,4.2,0.09090909090909091,7.583333333333333,0.38095238095238093
2020-03-11,,-1.8775510204081634,4.25,4.866666666666666,-1.0,7.225352112676056,-0.05
2020-03-12,,2.7346938775510203,27.325581395348838,2.6875,-8.545454545454545,6.54054054054054,0.1
2020-03-13,,-1.4528301886792452,24.91304347826087,-3.75,-8.454545454545455,6.057142857142857,0.85
2020-03-14,,-10.254545454545454,24.511111111111113,-13.473684210526315,-12.818181818181818,-3.0545454545454547,3.5
2020-03-15,,-25.735849056603772,17.02857142857143,-16.076923076923077,-17.09090909090909,-10.020833333333334,3.9
2020-03-16,,-48.041666666666664,-0.5102040816326531,-24.647058823529413,-25.272727272727273,-33.8051948051948,12.571428571428571
2020-03-17,,-59.40425531914894,-18.345454545454544,-38.19047619047619,-30.727272727272727,-47.03846153846154,18.357142857142858
2020-03-18,,-61.795918367346935,-21.672727272727272,-43.416666666666664,-35.72727272727273,-50.5125,20.285714285714285
2020-03-19,,-63.78431372549019,-25.689655172413794,-47.130434782608695,-43.45454545454545,-52.4,22.357142857142858
2020-03-20,,-63.4,-18.433962264150942,-46.083333333333336,-44.09090909090909,-50.743589743589745,22.76923076923077
2020-03-21,,-66.55172413793103,-20.037037037037038,-58.2,-46.36363636363637,-41.19047619047619,14.333333333333334
2020-03-22,,-73.29411764705883,-39.276595744680854,-58.696969696969695,-50.90909090909091,-42.86274509803921,11.875
2020-03-23,,-68.06521739130434,-36.08771929824562,-49.391304347826086,-50.09090909090909,-54.333333333333336,20.916666666666668
2020-03-24,,-67.55319148936171,-37.45614035087719,-45.27272727272727,-51.45454545454545,-55.12820512820513,23.384615384615383
2020-03-25,,-66.02083333333333,-35.48275862068966,-43.125,-53.0,-55.1125,22.916666666666668
2020-03-26,,-66.86,-33.559322033898304,-40.22727272727273,-55.72727272727273,-55.875,23.666666666666668
2020-03-27,,-66.33928571428571,-29.30909090909091,-50.142857142857146,-56.90909090909091,-54.23076923076923,24.75
2020-03-28,,-70.82456140350877,-36.6,-60.25714285714286,-59.0,-45.714285714285715,16.555555555555557
2020-03-29,,-75.51923076923077,-48.94,-60.2,-60.45454545454545,-46.470588235294116,13.25
2020-03-30,,-65.44444444444444,-33.285714285714285,-48.18181818181818,-56.72727272727273,-52.30769230769231,21.083333333333332
2020-03-31,,-69.30434782608695,-43.0,-50.04761904761905,-55.54545454545455,-57.756410256410255,23.916666666666668
2020-04-01,,-70.16,-43.847457627118644,-50.84,-55.72727272727273,-57.8875,24.25
2020-04-02,,-69.46938775510205,-38.932203389830505,-52.40909090909091,-59.36363636363637,-59.025,25.583333333333332
2020-04-03,,-68.89090909090909,-34.610169491525426,-55.15384615384615,-59.09090909090909,-57.41772151898734,26.25
2020-04-04,,-71.53448275862068,-37.06666666666667,-63.891891891891895,-61.45454545454545,-48.888888888888886,16.5
2020-04-05,,-88.5909090909091,-74.61904761904762,-52.06666666666667,-61.22222222222222,-63.48275862068966,13.428571428571429
2020-04-06,,-65.33333333333333,-31.6,-49.333333333333336,-58.09090909090909,-54.82051282051282,21.833333333333332
2020-04-07,,-66.1063829787234,-33.089285714285715,-52.125,-58.18181818181818,-58.41025641025641,23.833333333333332
2020-04-08,,-64.12244897959184,-30.96551724137931,-49.958333333333336,-58.90909090909091,-58.3375,23.75
2020-04-09,,-61.74,-24.727272727272727,-49.458333333333336,-60.0,-62.15,23.727272727272727
2020-04-10,,-87.6938775510204,-78.39285714285714,-46.5625,-63.3,-79.69620253164557,26.25
