date,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021-09-30,11001.0,-3.0,2.0,39.5,-10.0,-10.5,4.0
2021-10-01,11001.0,-2.0,4.0,50.0,-9.5,-8.0,3.0
2021-10-02,11001.0,-3.0,1.0,65.0,-4.0,-11.0,0.0
2021-10-03,11001.0,-4.0,1.0,37.0,-3.0,-14.0,1.0
2021-10-04,11001.0,-4.0,4.0,31.5,-12.0,-3.0,4.0
2021-10-05,11001.0,-4.0,1.5,40.5,-13.0,-10.5,4.0
2021-10-06,11001.0,-4.0,1.0,36.5,-11.0,-9.5,5.0
2021-10-07,11001.0,-5.0,1.0,49.0,-8.0,-8.0,4.0
2021-10-08,11001.0,-4.0,0.0,46.0,-8.0,-6.0,4.0
2021-10-09,11001.0,-3.0,-1.0,59.0,-1.5,-11.5,0.0
2021-10-10,11001.0,-5.0,-2.0,31.5,-2.0,-14.5,1.0
2021-10-11,11001.0,-6.0,-4.0,41.5,-8.5,-32.0,7.0
2021-10-12,11001.0,-5.0,0.0,34.5,-10.0,-9.0,4.0
2021-10-13,11001.0,-5.0,0.0,31.0,-10.0,-8.5,4.0
2021-10-14,11001.0,-2.0,2.0,38.0,-8.5,-6.0,3.5
2021-10-15,11001.0,-2.0,0.0,40.5,-7.0,-7.0,4.0
2021-10-16,11001.0,-2.5,0.0,69.0,-3.5,-11.0,0.0
2021-10-17,11001.0,-2.0,-1.0,33.0,0.5,-15.0,1.0
2021-10-18,11001.0,-2.0,3.0,31.0,-8.5,-6.5,4.0
2021-10-19,11001.0,-3.0,0.0,37.0,-12.0,-11.5,4.0
2021-10-20,11001.0,-2.5,1.0,36.0,-9.0,-11.0,4.0
2021-10-21,11001.0,-2.5,1.0,36.0,-8.0,-10.0,4.0
2021-10-22,11001.0,-4.0,-1.0,39.0,-8.5,-9.0,3.5
2021-10-23,11001.0,-3.0,-2.0,44.0,-3.0,-11.5,0.0
2021-10-24,11001.0,-5.0,-4.0,17.0,-2.0,-14.0,2.0
2021-10-25,11001.0,-5.0,1.0,17.5,-10.0,-5.0,4.5
2021-10-26,11001.0,-3.0,0.0,14.0,-11.5,-10.0,4.0
2021-10-27,11001.0,-2.0,1.0,17.0,-11.5,-9.5,4.0
2021-10-28,11001.0,-2.0,3.0,11.0,-10.5,-9.5,5.0
2021-10-29,11001.0,-4.0,0.0,16.0,-11.0,-9.0,4.0
2021-10-30,11001.0,-4.0,2.0,22.0,-7.0,-11.0,1.0
2021-10-31,11001.0,-5.5,2.0,38.5,-7.5,-15.0,1.0
2021-11-01,11001.0,-2.0,3.0,11.0,-10.5,-5.0,4.0
2021-11-02,11001.0,-4.0,0.0,13.0,-13.0,-11.0,5.0
2021-11-03,11001.0,-3.0,2.0,13.5,-14.0,-9.5,4.0
2021-11-04,11001.0,-3.0,1.0,11.5,-12.0,-6.0,4.0
2021-11-05,11001.0,-3.0,-2.0,20.0,-11.5,-7.0,4.0
2021-11-06,11001.0,-2.5,-2.0,21.0,-9.0,-11.0,2.0
2021-11-07,11001.0,-3.0,-1.0,15.0,-6.5,-13.5,2.0
2021-11-08,11001.0,-3.0,2.5,16.5,-12.0,-5.0,4.0
2021-11-09,11001.0,-3.0,-1.0,17.0,-14.5,-9.0,4.0
2021-11-10,11001.0,0.0,2.0,14.5,-9.5,-9.0,4.0
2021-11-11,11001.0,0.0,1.0,8.0,-13.0,-29.0,8.0
2021-11-12,11001.0,-4.0,-1.0,3.0,-13.5,-11.0,5.0
2021-11-13,11001.0,-3.5,-2.5,11.0,-12.0,-11.0,2.0
2021-11-14,11001.0,-4.0,-1.0,2.0,-6.5,-13.0,2.0
2021-11-15,11001.0,-1.0,3.0,3.5,-11.5,-4.5,4.0
2021-11-16,11001.0,-1.0,2.0,8.0,-13.5,-10.0,4.0
2021-11-17,11001.0,-0.5,3.0,10.0,-11.0,-8.0,4.0
2021-11-18,11001.0,-2.0,1.5,3.0,-11.0,-10.0,4.0
2021-11-19,11001.0,-4.0,-0.5,4.5,-10.0,-22.0,6.0
2021-11-20,11001.0,-3.0,0.0,12.0,-4.5,-9.0,2.0
2021-11-21,11001.0,-4.0,0.0,4.0,-3.0,-12.0,2.0
2021-11-22,11001.0,4.0,11.0,2.5,-11.5,-9.0,5.0
2021-11-23,11001.0,6.0,16.0,6.0,-4.0,-14.0,5.0
2021-11-24,11001.0,15.5,36.5,10.5,2.0,-17.0,5.0
2021-11-25,11001.0,-66.5,-37.5,3.0,-37.0,-79.5,19.0
2021-11-26,11001.0,-6.5,-8.0,8.0,-29.5,-52.0,15.0
2021-11-27,11001.0,-9.0,-9.0,5.0,-8.0,-18.0,4.0
2021-11-28,11001.0,-8.0,-8.0,-5.0,3.5,-13.0,3.0
2021-11-29,11001.0,-1.0,2.0,-1.0,-9.5,-4.5,4.5
2021-11-30,11001.0,-2.0,1.0,0.0,-8.0,-10.0,5.0
2021-12-01,11001.0,-2.0,3.0,5.0,-10.0,-9.0,5.0
2021-12-02,11001.0,-2.5,2.0,6.0,-13.5,-7.0,4.0
2021-12-03,11001.0,-2.0,1.0,6.5,-14.0,-6.0,4.0
2021-12-04,11001.0,-2.0,-1.0,9.0,-9.5,-8.0,2.0
2021-12-05,11001.0,-3.0,-1.0,0.0,-10.0,-12.0,3.0
2021-12-06,11001.0,-2.0,3.0,-9.5,-13.0,-3.0,5.0
2021-12-07,11001.0,-2.0,1.0,-2.0,-16.5,-8.0,5.0
2021-12-08,11001.0,-1.0,1.5,-5.0,-15.0,-5.0,4.0
2021-12-09,11001.0,-1.5,1.0,-6.0,-13.5,-3.5,4.0
2021-12-10,11001.0,-5.0,0.0,-6.0,-17.5,-5.0,5.0
2021-12-11,11001.0,-4.0,-3.0,-9.0,-13.5,-6.0,3.0
2021-12-12,11001.0,-4.0,-0.5,-7.0,-10.0,-10.0,2.0
