date,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-04-02,,-73.0,-40.0,-68.0,-63.0,-59.0,26.0
2020-04-03,,-73.0,-36.0,-66.0,-60.0,-58.0,27.0
2020-04-04,,-74.0,-39.0,-71.0,-57.0,-51.0,14.5
2020-04-05,,-95.0,-96.0,-77.0,-58.0,-66.0,12.0
2020-04-06,,-68.0,-31.0,-66.0,-60.0,-55.0,24.5
2020-04-07,,-69.0,-34.5,-68.5,-57.0,-59.0,25.0
2020-04-08,,-67.0,-32.0,-65.5,-58.0,-59.0,25.0
2020-04-09,,-64.5,-24.0,-64.5,-62.0,-63.0,26.0
2020-04-10,,-95.0,-96.0,-73.0,-57.5,-83.0,21.5
2020-04-11,,-88.0,-87.0,-74.0,-53.0,-64.0,14.0
2020-04-12,,-91.0,-93.0,-77.0,-64.0,-62.0,14.0
2020-04-13,,-54.5,-17.0,-53.0,-64.0,-51.0,23.0
2020-04-14,,-59.5,-26.0,-57.0,-57.0,-55.0,24.0
2020-04-15,,-59.0,-32.0,-60.0,-54.0,-53.0,24.0
2020-04-16,,-59.0,-32.0,-60.0,-65.0,-54.0,27.5
2020-04-17,,-62.0,-31.0,-59.0,-56.0,-53.5,26.0
2020-04-18,,-65.0,-36.0,-67.0,-53.0,-44.0,15.0
2020-04-19,,-87.0,-90.0,-76.0,-53.5,-55.0,12.0
2020-04-20,,-59.0,-26.5,-54.5,-53.0,-49.0,23.5
2020-04-21,,-64.0,-40.0,-59.0,-52.0,-53.0,23.5
2020-04-22,,-55.0,-32.0,-56.0,-52.0,-50.0,25.0
2020-04-23,,-57.5,-34.0,-60.0,-53.0,-51.0,25.5
2020-04-24,,-60.0,-32.0,-57.0,-53.0,-50.0,24.0
2020-04-25,,-63.0,-34.0,-62.0,-48.0,-41.0,14.0
2020-04-26,,-83.0,-88.5,-74.0,-53.0,-52.0,9.5
2020-04-27,,-55.0,-28.0,-48.5,-51.0,-45.0,23.0
2020-04-28,,-58.0,-34.0,-54.0,-49.0,-49.5,20.0
2020-04-29,,-51.0,-33.0,-54.0,-50.0,-48.0,24.0
2020-04-30,,-52.5,-32.0,-53.0,-50.0,-49.0,25.0
2020-05-01,,-52.0,-25.0,-48.0,-48.0,-46.0,24.5
2020-05-02,,-56.0,-28.0,-57.5,-46.0,-36.0,13.0
2020-05-03,,-77.5,-84.0,-68.0,-45.0,-46.0,8.0
2020-05-04,,-41.0,-19.5,-43.0,-48.0,-39.0,19.5
2020-05-05,,-43.5,-24.0,-47.0,-46.0,-44.0,21.0
2020-05-06,,-42.0,-22.0,-45.0,-47.0,-41.0,21.0
2020-05-07,,-43.5,-21.0,-43.0,-48.0,-43.0,22.0
2020-05-08,,-44.0,-15.0,-41.0,-46.0,-40.0,22.0
2020-05-09,,-48.0,-7.5,-46.0,-41.0,-32.0,10.5
2020-05-10,,-68.0,-71.0,-51.0,-40.0,-36.0,6.0
2020-05-11,,-43.0,-26.0,-42.0,-48.0,-36.0,19.0
2020-05-12,,-43.0,-25.0,-43.0,-46.0,-39.0,20.5
2020-05-13,,-41.0,-25.0,-42.0,-46.0,-39.0,20.5
2020-05-14,,-41.0,-22.5,-44.0,-47.0,-39.0,19.5
2020-05-15,,-42.0,-20.5,-39.0,-46.0,-37.0,21.0
2020-05-16,,-48.0,-18.5,-39.0,-41.0,-31.0,10.5
2020-05-17,,-68.0,-71.5,-51.0,-44.0,-39.0,6.0
2020-05-18,,-33.5,-13.0,-30.0,-49.0,-31.0,17.0
2020-05-19,,-37.0,-18.0,-33.5,-46.0,-36.0,18.5
2020-05-20,,-37.0,-20.0,-34.5,-45.0,-36.0,19.0
2020-05-21,,-37.0,-20.0,-32.0,-45.0,-37.0,20.0
2020-05-22,,-38.0,-17.5,-33.0,-43.0,-34.0,19.5
2020-05-23,,-44.0,-16.0,-37.0,-38.0,-27.0,10.0
2020-05-24,,-60.0,-67.0,-31.5,-44.0,-36.0,5.5
2020-05-25,,-34.5,-22.5,-16.0,-51.0,-48.5,20.0
2020-05-26,,-32.5,-22.0,-33.0,-44.0,-33.0,17.5
2020-05-27,,-33.0,-22.0,-26.0,-44.0,-32.0,17.5
2020-05-28,,-36.0,-23.0,-35.0,-44.0,-33.0,18.5
2020-05-29,,-33.0,-18.0,-26.5,-43.0,-29.0,19.0
2020-05-30,,-34.0,-16.0,-26.0,-38.0,-18.0,11.0
2020-05-31,,-54.0,-62.0,-34.0,-37.0,-26.0,6.0
2020-06-01,,-25.0,-14.5,-25.5,-45.0,-25.5,15.0
2020-06-02,,-27.0,-21.0,-25.5,-44.0,-30.0,17.0
2020-06-03,,-26.0,-19.5,-21.5,-43.0,-30.0,16.5
2020-06-04,,-26.0,-17.0,-21.0,-43.0,-30.0,16.5
2020-06-05,,-28.0,-16.0,-14.0,-42.0,-28.0,16.5
2020-06-06,,-27.0,-14.0,-28.5,-35.0,-16.0,9.0
2020-06-07,,-47.0,-60.0,-24.0,-31.0,-26.0,5.0
2020-06-08,,-21.5,-11.5,-17.0,-41.0,-25.0,14.0
2020-06-09,,-24.0,-20.0,-21.0,-41.0,-29.0,15.5
2020-06-10,,-22.0,-19.0,-14.5,-41.0,-29.0,15.5
2020-06-11,,-23.5,-19.0,-24.0,-40.0,-29.0,16.0
2020-06-12,,-21.0,-13.0,-10.0,-39.0,-27.0,15.0
2020-06-13,,-21.0,-8.5,-20.0,-31.0,-12.0,7.0
2020-06-14,,-41.0,-55.0,-16.0,-30.0,-23.0,4.0
2020-06-15,,-12.0,-8.0,-13.0,-39.0,-22.0,12.0
2020-06-16,,-11.0,-8.0,-16.0,-38.0,-26.0,14.0
2020-06-17,,-12.0,-12.0,-8.0,-38.0,-27.0,14.0
2020-06-18,,-11.0,-9.0,-11.0,-39.0,-27.0,14.0
2020-06-19,,-12.0,-5.5,-4.0,-38.0,-25.0,12.0
2020-06-20,,-11.0,4.5,-14.5,-32.0,-12.0,7.0
2020-06-21,,-42.0,-43.0,-4.5,-30.0,-17.0,4.5
2020-06-22,,-16.0,-14.5,-19.0,-40.0,-28.0,12.5
2020-06-23,,-18.0,-17.0,-24.0,-38.0,-29.0,14.0
2020-06-24,,-15.0,-17.0,-17.0,-39.0,-28.0,14.0
2020-06-25,,-13.0,-15.0,-18.0,-39.0,-27.0,14.0
2020-06-26,,-15.0,-15.0,-13.0,-39.0,-25.0,14.0
2020-06-27,,-14.0,-15.0,-14.0,-32.0,-13.5,8.0
2020-06-28,,-19.5,-25.5,-11.5,-31.0,-14.5,6.0
2020-06-29,,-9.0,-12.0,-6.0,-39.0,-21.0,11.0
2020-06-30,,-8.0,-14.0,-13.0,-39.0,-25.0,13.0
2020-07-01,,-8.0,-14.0,-7.0,-38.0,-26.0,12.0
2020-07-02,,-6.0,-11.0,-7.0,-31.0,-27.0,13.0
2020-07-03,,-7.0,-2.0,2.0,-38.0,-33.0,13.0
2020-07-04,,-26.0,-23.0,-9.0,-39.0,-24.0,9.0
2020-07-05,,-20.0,-26.0,-20.5,-33.0,-18.0,6.0
2020-07-06,,-6.0,-8.5,-2.0,-31.0,-24.0,10.0
2020-07-07,,-12.0,-15.0,-17.0,-27.0,-27.0,14.0
2020-07-08,,-8.0,-11.5,-11.5,-33.0,-26.0,13.0
2020-07-09,,-10.0,-13.0,-8.5,-30.0,-26.0,13.0
2020-07-10,,-13.0,-11.0,-3.0,-35.0,-24.0,13.0
2020-07-11,,-12.0,-13.0,-8.0,-33.0,-13.0,8.0
2020-07-12,,-18.0,-21.0,-13.0,-32.0,-17.0,7.0
2020-07-13,,-9.0,-10.0,-7.0,-29.0,-22.0,11.0
2020-07-14,,-10.0,-10.0,-8.0,-30.0,-27.0,13.0
2020-07-15,,-9.0,-10.0,-6.0,-31.0,-26.0,13.0
2020-07-16,,-13.0,-11.5,-15.0,-34.0,-27.0,14.0
2020-07-17,,-19.5,-10.0,-16.0,-40.0,-26.0,14.5
2020-07-18,,-21.0,-14.0,-28.0,-33.0,-15.0,8.0
2020-07-19,,-31.0,-25.5,-23.0,-33.0,-20.0,6.5
2020-07-20,,-15.0,-10.0,-13.0,-39.0,-25.5,12.5
2020-07-21,,-17.0,-16.0,-15.5,-40.0,-29.0,14.0
2020-07-22,,-17.0,-13.0,-15.5,-41.0,-28.0,14.0
2020-07-23,,-16.0,-14.0,-20.0,-39.0,-29.0,15.0
2020-07-24,,-21.0,-12.0,-13.0,-41.0,-30.0,16.0
2020-07-25,,-21.0,-13.5,-22.0,-35.0,-20.0,8.0
2020-07-26,,-48.0,-31.5,-39.5,-36.0,-26.0,5.0
2020-07-27,,-7.5,-1.0,-9.0,-42.0,-26.0,11.5
2020-07-28,,-9.0,1.5,-15.0,-40.0,-29.0,12.0
2020-07-29,,-27.0,-12.0,-34.0,-42.0,-34.0,15.0
2020-07-30,,-67.0,-65.5,-64.0,-42.0,-70.0,13.0
2020-07-31,,-19.0,-17.0,-19.0,-40.0,-31.0,12.0
2020-08-01,,-17.0,-14.0,-29.0,-34.0,-16.0,7.0
2020-08-02,,-43.5,-35.0,-33.0,-34.0,-26.0,5.0
2020-08-03,,-5.0,-11.0,-9.0,-39.0,-24.0,10.0
2020-08-04,,-9.0,-12.0,-13.0,-40.0,-28.0,13.0
2020-08-05,,-12.5,-15.0,-5.0,-40.0,-28.0,13.0
2020-08-06,,-15.0,-15.0,-15.0,-40.0,-28.0,14.0
2020-08-07,,-18.0,-15.5,-15.5,-39.0,-25.0,13.0
2020-08-08,,-15.0,-8.0,-22.0,-34.0,-14.0,7.0
2020-08-09,,-43.0,-35.0,-34.0,-30.0,-22.0,5.5
2020-08-10,,-11.0,-12.5,-10.5,-41.0,-23.5,11.0
2020-08-11,,-12.0,-16.0,-14.5,-41.0,-26.0,13.0
2020-08-12,,-19.0,-16.0,-22.5,-36.5,-27.0,14.0
2020-08-13,,-13.0,-13.0,-19.0,-40.0,-27.0,14.0
2020-08-14,,-16.0,-10.0,-17.0,-41.0,-24.0,13.0
2020-08-15,,-14.0,-7.0,-26.0,-36.0,-15.0,7.0
2020-08-16,,-44.5,-34.0,-29.0,-36.0,-23.0,5.0
2020-08-17,,-12.0,-12.5,-9.5,-42.0,-24.0,11.0
2020-08-18,,-14.0,-13.0,-14.0,-41.0,-25.0,14.0
2020-08-19,,-13.0,-12.0,-10.0,-44.0,-25.0,13.0
2020-08-20,,-15.0,-12.0,-18.0,-40.0,-26.0,14.0
2020-08-21,,-20.0,1.0,-12.0,-42.0,-24.0,13.0
2020-08-22,,-75.0,-63.5,-68.5,-34.5,-56.5,4.5
2020-08-23,,-54.0,-41.0,-50.0,-37.0,-28.0,4.0
2020-08-24,,-14.0,-12.0,-13.5,-38.5,-23.5,11.5
2020-08-25,,-15.0,-17.0,-12.0,-43.0,-27.0,14.0
2020-08-26,,-15.0,-18.0,-8.0,-44.0,-26.0,14.0
2020-08-27,,-18.0,-17.0,-9.0,-40.0,-27.0,14.0
2020-08-28,,-15.5,-13.0,3.0,-42.0,-24.0,13.0
2020-08-29,,-12.5,-11.0,-11.5,-37.0,-18.0,7.0
2020-08-30,,-46.0,-35.0,-27.0,-37.0,-27.0,4.0
2020-08-31,,-10.5,-13.0,-2.0,-40.0,-23.0,10.0
2020-09-01,,-15.0,-17.0,-1.0,-41.0,-27.0,13.0
2020-09-02,,-13.0,-18.0,-2.0,-43.0,-27.0,13.0
2020-09-03,,-15.0,-18.0,-1.0,-39.0,-28.0,14.0
2020-09-04,,-12.0,-11.5,-2.0,-39.0,-25.5,12.0
