date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021-07-10,-5.0,1.0,313.0,-24.0,-14.0,-1.0
2021-07-11,2.0,-5.0,253.0,-14.0,-8.0,-1.0
2021-07-12,1.0,1.0,146.0,-39.0,-33.0,7.0
2021-07-13,4.0,4.0,195.0,-36.0,-31.0,6.0
2021-07-14,5.0,3.0,211.0,-34.0,-30.0,5.0
2021-07-15,8.0,3.0,329.0,-29.0,-30.0,4.0
2021-07-16,-1.0,-2.0,266.0,-32.0,-31.0,5.0
2021-07-17,-5.0,-3.0,303.0,-25.0,-14.0,0.0
2021-07-18,5.0,-1.0,169.0,-19.0,-8.0,0.0
2021-07-19,5.0,2.0,188.0,-38.0,-31.0,6.0
2021-07-20,8.0,2.0,315.0,-33.0,-30.0,5.0
2021-07-21,3.0,5.0,191.0,-36.0,-30.0,5.0
2021-07-22,7.0,3.0,320.0,-29.0,-29.0,4.0
2021-07-23,-1.0,-1.0,276.0,-30.0,-30.0,5.0
2021-07-24,-2.0,-1.0,481.0,-18.0,-12.0,-3.0
2021-07-25,-2.0,-6.0,107.0,-22.0,-8.0,1.0
2021-07-26,7.0,2.0,326.0,-34.0,-31.0,5.0
2021-07-27,6.0,2.0,319.0,-33.0,-30.0,5.0
2021-07-28,4.0,5.0,214.0,-33.0,-29.0,5.0
2021-07-29,3.0,1.0,200.0,-32.0,-29.0,6.0
2021-07-30,2.0,1.0,311.0,-28.0,-31.0,5.0
2021-07-31,0.0,2.0,446.0,-19.0,-13.0,-2.0
2021-08-01,5.0,1.0,280.0,-12.0,-6.0,-2.0
2021-08-02,8.0,6.0,312.0,-33.0,-31.0,5.0
2021-08-03,7.0,9.0,250.0,-30.0,-30.0,5.0
2021-08-04,1.0,4.0,130.0,-37.0,-30.0,6.0
2021-08-05,-2.0,2.0,100.0,-38.0,-31.0,8.0
2021-08-06,-2.0,2.0,315.0,-28.0,-31.0,5.0
2021-08-07,-5.0,0.0,434.0,-20.0,-13.0,-2.0
2021-08-08,1.0,-4.0,215.0,-17.0,-8.0,-1.0
2021-08-09,2.0,1.0,204.0,-36.0,-47.0,9.0
2021-08-10,3.0,3.0,246.0,-33.0,-31.0,6.0
2021-08-11,3.0,4.0,245.0,-34.0,-31.0,5.0
2021-08-12,2.0,3.0,277.0,-31.0,-31.0,5.0
2021-08-13,-2.0,-1.0,267.0,-30.0,-32.0,6.0
2021-08-14,-4.0,1.0,313.0,-25.0,-15.0,-1.0
2021-08-15,6.0,-3.0,302.0,-7.0,-8.0,-3.0
2021-08-16,7.0,3.0,275.0,-32.0,-32.0,5.0
2021-08-17,6.0,6.0,249.0,-32.0,-31.0,5.0
2021-08-18,3.0,5.0,214.0,-36.0,-30.0,5.0
2021-08-19,0.0,1.0,127.0,-39.0,-30.0,8.0
2021-08-20,0.0,11.0,230.0,-31.0,-30.0,5.0
2021-08-21,-1.0,23.0,314.0,-24.0,-11.0,-2.0
2021-08-22,-50.0,-41.0,5.0,-71.0,-34.0,11.0
2021-08-23,-1.0,-7.0,105.0,-40.0,-34.0,8.0
2021-08-24,6.0,1.0,231.0,-34.0,-31.0,5.0
2021-08-25,5.0,3.0,239.0,-34.0,-31.0,5.0
2021-08-26,5.0,1.0,259.0,-32.0,-30.0,5.0
2021-08-27,-3.0,-4.0,214.0,-33.0,-30.0,6.0
2021-08-28,-3.0,-2.0,312.0,-21.0,-12.0,-1.0
2021-08-29,2.0,-5.0,175.0,-18.0,-6.0,0.0
2021-08-30,5.0,-1.0,196.0,-38.0,-30.0,5.0
2021-08-31,7.0,4.0,205.0,-35.0,-29.0,5.0
2021-09-01,0.0,7.0,53.0,-39.0,-30.0,6.0
2021-09-02,2.0,3.0,157.0,-38.0,-30.0,6.0
2021-09-03,2.0,3.0,227.0,-28.0,-30.0,4.0
2021-09-04,-1.0,2.0,430.0,-17.0,-14.0,-2.0
2021-09-05,4.0,-6.0,180.0,-15.0,-9.0,-1.0
2021-09-06,11.0,2.0,365.0,-40.0,-72.0,14.0
2021-09-07,3.0,6.0,203.0,-34.0,-30.0,5.0
2021-09-08,1.0,5.0,164.0,-35.0,-28.0,4.0
2021-09-09,-7.0,-1.0,45.0,-37.0,-29.0,7.0
2021-09-10,-4.0,-2.0,202.0,-30.0,-27.0,3.0
2021-09-11,-2.0,-2.0,375.0,-21.0,-9.0,-1.0
2021-09-12,0.0,-4.0,205.0,-19.0,-5.0,0.0
2021-09-13,1.0,1.0,199.0,-32.0,-29.0,4.0
2021-09-14,0.0,2.0,172.0,-34.0,-28.0,4.0
2021-09-15,1.0,4.0,160.0,-36.0,-28.0,4.0
2021-09-16,-1.0,1.0,122.0,-35.0,-29.0,6.0
2021-09-17,-4.0,-3.0,139.0,-32.0,-28.0,4.0
2021-09-18,-3.0,-1.0,320.0,-25.0,-11.0,-1.0
2021-09-19,2.0,-3.0,213.0,-16.0,-8.0,-1.0
2021-09-20,1.0,1.0,194.0,-33.0,-27.0,4.0
2021-09-21,-1.0,1.0,167.0,-34.0,-26.0,4.0
2021-09-22,-4.0,1.0,91.0,-39.0,-23.0,5.0
2021-09-23,-3.0,1.0,144.0,-33.0,-23.0,4.0
2021-09-24,-8.0,-4.0,97.0,-35.0,-23.0,6.0
2021-09-25,-5.0,-2.0,239.0,-26.0,-11.0,-1.0
2021-09-26,-1.0,-5.0,178.0,-21.0,-6.0,-1.0
2021-09-27,-1.0,0.0,164.0,-35.0,-24.0,4.0
2021-09-28,-7.0,-2.0,68.0,-41.0,-23.0,6.0
2021-09-29,0.0,3.0,130.0,-38.0,-23.0,4.0
2021-09-30,-1.0,1.0,136.0,-33.0,-21.0,4.0
2021-10-01,0.0,5.0,162.0,-30.0,-22.0,3.0
2021-10-02,2.0,4.0,323.0,-23.0,-10.0,-2.0
2021-10-03,0.0,0.0,135.0,-24.0,-8.0,0.0
2021-10-04,-9.0,-2.0,22.0,-41.0,-25.0,7.0
2021-10-05,-3.0,6.0,78.0,-38.0,-23.0,5.0
2021-10-06,-2.0,4.0,142.0,-37.0,-22.0,3.0
2021-10-07,-1.0,2.0,169.0,-32.0,-21.0,3.0
2021-10-08,-4.0,-2.0,167.0,-33.0,-23.0,3.0
2021-10-09,-4.0,-1.0,218.0,-32.0,-13.0,-1.0
2021-10-10,-3.0,-7.0,93.0,-30.0,-10.0,0.0
2021-10-11,6.0,2.0,226.0,-44.0,-58.0,12.0
2021-10-12,-3.0,2.0,147.0,-34.0,-22.0,4.0
2021-10-13,-3.0,1.0,144.0,-34.0,-22.0,4.0
2021-10-14,-2.0,0.0,181.0,-33.0,-20.0,3.0
2021-10-15,-3.0,-3.0,156.0,-33.0,-21.0,3.0
2021-10-16,-1.0,-1.0,272.0,-27.0,-10.0,-1.0
2021-10-17,2.0,-3.0,151.0,-24.0,-9.0,0.0
2021-10-18,-1.0,-1.0,130.0,-36.0,-23.0,4.0
2021-10-19,-2.0,0.0,114.0,-38.0,-21.0,4.0
2021-10-20,-3.0,0.0,130.0,-40.0,-22.0,4.0
2021-10-21,-1.0,0.0,171.0,-34.0,-20.0,4.0
2021-10-22,-4.0,-3.0,151.0,-36.0,-20.0,4.0
2021-10-23,-2.0,-1.0,234.0,-30.0,-10.0,-1.0
2021-10-24,-2.0,-5.0,113.0,-29.0,-8.0,0.0
2021-10-25,-7.0,-1.0,71.0,-40.0,-23.0,6.0
2021-10-26,-11.0,-4.0,16.0,-43.0,-23.0,8.0
2021-10-27,-8.0,-7.0,29.0,-47.0,-29.0,9.0
2021-10-28,-1.0,2.0,96.0,-35.0,-22.0,4.0
2021-10-29,-5.0,-1.0,89.0,-36.0,-20.0,4.0
2021-10-30,-11.0,-4.0,36.0,-39.0,-13.0,3.0
2021-10-31,-2.0,1.0,125.0,-29.0,-9.0,1.0
2021-11-01,-1.0,5.0,105.0,-38.0,-22.0,4.0
2021-11-02,-5.0,2.0,72.0,-41.0,-21.0,5.0
2021-11-03,-4.0,5.0,66.0,-41.0,-20.0,4.0
2021-11-04,-4.0,2.0,78.0,-39.0,-19.0,4.0
2021-11-05,-6.0,-3.0,65.0,-38.0,-20.0,5.0
2021-11-06,-2.0,-3.0,146.0,-32.0,-11.0,0.0
2021-11-07,-3.0,-4.0,69.0,-33.0,-8.0,2.0
2021-11-08,-5.0,-1.0,86.0,-38.0,-21.0,5.0
2021-11-09,-4.0,0.0,102.0,-40.0,-20.0,4.0
2021-11-10,-3.0,-1.0,72.0,-39.0,-20.0,4.0
2021-11-11,3.0,0.0,112.0,-46.0,-45.0,11.0
2021-11-12,-18.0,-13.0,2.0,-47.0,-25.0,9.0
2021-11-13,-6.0,-2.0,105.0,-40.0,-12.0,1.0
2021-11-14,-6.0,-5.0,34.0,-39.0,-10.0,2.0
2021-11-15,-4.0,-2.0,52.0,-39.0,-21.0,5.0
2021-11-16,-4.0,0.0,45.0,-44.0,-20.0,5.0
2021-11-17,-5.0,0.0,42.0,-41.0,-21.0,5.0
2021-11-18,-3.0,0.0,101.0,-38.0,-20.0,4.0
2021-11-19,-8.0,-5.0,34.0,-40.0,-20.0,6.0
2021-11-20,-5.0,-2.0,74.0,-41.0,-10.0,2.0
2021-11-21,-4.0,-4.0,31.0,-35.0,-5.0,2.0
2021-11-22,-1.0,6.0,30.0,-40.0,-22.0,5.0
2021-11-23,4.0,15.0,35.0,-39.0,-22.0,4.0
2021-11-24,17.0,40.0,23.0,-39.0,-34.0,6.0
2021-11-25,-72.0,-59.0,49.0,-65.0,-86.0,18.0
2021-11-26,-17.0,-15.0,9.0,-52.0,-60.0,17.0
2021-11-27,-14.0,-13.0,58.0,-43.0,-21.0,4.0
2021-11-28,-15.0,-14.0,-6.0,-37.0,-11.0,3.0
2021-11-29,-6.0,-4.0,31.0,-39.0,-22.0,6.0
2021-11-30,-6.0,-2.0,28.0,-42.0,-22.0,5.0
2021-12-01,-4.0,6.0,35.0,-41.0,-21.0,5.0
2021-12-02,-6.0,3.0,50.0,-42.0,-21.0,5.0
2021-12-03,-8.0,-2.0,29.0,-41.0,-21.0,6.0
2021-12-04,-6.0,-2.0,106.0,-41.0,-11.0,2.0
2021-12-05,-5.0,-4.0,37.0,-38.0,-8.0,2.0
2021-12-06,-6.0,1.0,37.0,-43.0,-23.0,6.0
2021-12-07,-5.0,1.0,32.0,-44.0,-21.0,5.0
2021-12-08,-10.0,-1.0,9.0,-46.0,-21.0,6.0
2021-12-09,-8.0,-3.0,24.0,-43.0,-20.0,6.0
2021-12-10,-9.0,-3.0,29.0,-38.0,-21.0,6.0
2021-12-11,-11.0,-5.0,21.0,-46.0,-10.0,3.0
2021-12-12,-2.0,-4.0,35.0,-36.0,-7.0,2.0
2021-12-13,-4.0,1.0,47.0,-42.0,-21.0,5.0
2021-12-14,-3.0,2.0,44.0,-44.0,-21.0,5.0
2021-12-15,-3.0,4.0,24.0,-42.0,-21.0,5.0
2021-12-16,0.0,4.0,52.0,-39.0,-21.0,5.0
2021-12-17,-5.0,1.0,62.0,-39.0,-22.0,5.0
2021-12-18,-9.0,0.0,15.0,-47.0,-12.0,3.0
2021-12-19,-4.0,-2.0,3.0,-42.0,-7.0,2.0
2021-12-20,3.0,8.0,35.0,-44.0,-24.0,6.0
2021-12-21,6.0,16.0,42.0,-42.0,-24.0,6.0
2021-12-22,7.0,22.0,17.0,-44.0,-27.0,6.0
2021-12-23,17.0,43.0,32.0,-43.0,-38.0,8.0
2021-12-24,-23.0,22.0,-6.0,-58.0,-67.0,17.0
2021-12-25,-86.0,-74.0,-33.0,-68.0,-71.0,11.0
2021-12-26,-22.0,-22.0,1.0,-44.0,-20.0,5.0
2021-12-27,-4.0,-4.0,59.0,-49.0,-48.0,13.0
2021-12-28,-7.0,-4.0,58.0,-48.0,-42.0,12.0
2021-12-29,-7.0,0.0,30.0,-48.0,-43.0,12.0
2021-12-30,-2.0,8.0,27.0,-46.0,-44.0,13.0
2021-12-31,-14.0,7.0,51.0,-53.0,-62.0,18.0
