date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,isRI
2020-04-01,-39.0,-12.0,9.0,-41.0,-48.0,21.0,0
2020-04-02,-44.0,-16.0,-28.0,-50.0,-48.0,23.0,0
2020-04-03,-47.0,-16.0,-39.0,-58.0,-48.0,25.0,0
2020-04-04,-48.0,-21.0,18.0,-49.0,-36.0,14.0,0
2020-04-05,-48.0,-26.0,15.0,-57.0,-37.0,11.0,0
2020-04-06,-36.0,-16.0,74.0,-46.0,-48.0,19.0,0
2020-04-07,-38.0,-14.0,63.0,-42.0,-49.0,20.0,0
2020-04-08,-40.0,-16.0,17.0,-46.0,-50.0,22.0,0
2020-04-09,-47.0,-21.0,-31.0,-53.0,-50.0,24.0,0
2020-04-10,-43.0,-12.0,-20.0,-58.0,-51.0,25.0,0
2020-04-11,-42.0,-7.0,4.0,-51.0,-37.0,13.0,0
2020-04-12,-65.0,-62.0,25.0,-61.0,-46.0,12.0,0
2020-04-13,-46.0,-27.0,-40.0,-59.0,-50.0,22.0,0
2020-04-14,-35.0,-15.0,54.0,-44.0,-48.0,20.0,0
2020-04-15,-31.0,-12.0,26.0,-47.0,-48.0,21.0,0
2020-04-16,-36.0,-14.0,14.0,-48.0,-48.0,22.0,0
2020-04-17,-39.0,-16.0,8.0,-56.0,-47.0,23.0,0
2020-04-18,-49.0,-27.0,-37.0,-58.0,-37.0,15.0,0
2020-04-19,-37.0,-23.0,82.0,-45.0,-33.0,9.0,0
2020-04-20,-32.0,-18.0,47.0,-49.0,-47.0,19.0,0
2020-04-21,-38.0,-17.0,-5.0,-49.0,-48.0,21.0,0
2020-04-22,-35.0,-15.0,-5.0,-51.0,-48.0,21.0,0
2020-04-23,-33.0,-12.0,68.0,-43.0,-46.0,20.0,0
2020-04-24,-39.0,-17.0,-2.0,-57.0,-46.0,23.0,0
2020-04-25,-37.0,-17.0,90.0,-39.0,-33.0,10.0,0
2020-04-26,-41.0,-25.0,-15.0,-58.0,-35.0,11.0,0
2020-04-27,-37.0,-21.0,-33.0,-55.0,-47.0,21.0,0
2020-04-28,-30.0,-10.0,40.0,-43.0,-47.0,14.0,0
2020-04-29,-26.0,-9.0,75.0,-37.0,-47.0,19.0,0
2020-04-30,-35.0,-13.0,-10.0,-42.0,-46.0,21.0,0
2020-05-01,-35.0,-12.0,3.0,-49.0,-46.0,23.0,0
2020-05-02,-32.0,-11.0,80.0,-33.0,-30.0,9.0,0
2020-02-15,3.0,-3.0,5.0,2.0,1.0,0.0,0
2020-02-16,4.0,-4.0,20.0,0.0,0.0,0.0,0
2020-02-17,14.0,1.0,63.0,-15.0,-36.0,8.0,0
2020-02-18,1.0,0.0,5.0,2.0,-1.0,1.0,0
2020-02-19,2.0,0.0,16.0,2.0,1.0,0.0,0
2020-02-20,1.0,-1.0,2.0,1.0,0.0,0.0,0
2020-02-21,-1.0,-3.0,-2.0,0.0,2.0,1.0,0
2020-02-22,7.0,1.0,59.0,6.0,4.0,-1.0,0
2020-02-23,6.0,2.0,104.0,5.0,2.0,-1.0,0
2020-02-24,1.0,0.0,46.0,1.0,3.0,0.0,0
2020-02-25,-1.0,-3.0,-9.0,-1.0,2.0,0.0,0
2020-02-26,3.0,1.0,0.0,2.0,2.0,0.0,0
2020-02-27,2.0,1.0,2.0,2.0,1.0,0.0,0
2020-02-28,2.0,1.0,2.0,2.0,3.0,0.0,0
2020-02-29,7.0,2.0,9.0,2.0,4.0,-1.0,0
2020-03-01,8.0,4.0,28.0,3.0,2.0,-1.0,0
2020-03-02,6.0,5.0,53.0,1.0,3.0,-1.0,0
2020-03-03,4.0,6.0,10.0,2.0,3.0,0.0,0
2020-03-04,8.0,7.0,36.0,2.0,2.0,-1.0,0
2020-03-05,7.0,9.0,39.0,3.0,2.0,-1.0,0
2020-03-06,-2.0,0.0,-6.0,-3.0,2.0,2.0,0
2020-03-07,9.0,9.0,45.0,2.0,6.0,-1.0,0
2020-03-08,8.0,6.0,116.0,2.0,2.0,0.0,0
2020-03-09,8.0,8.0,121.0,-4.0,1.0,0.0,0
2020-03-10,5.0,10.0,34.0,-7.0,-2.0,1.0,0
2020-03-11,6.0,12.0,48.0,-8.0,-3.0,1.0,0
2020-03-12,5.0,25.0,19.0,-14.0,-5.0,3.0,0
2020-03-13,-1.0,27.0,39.0,-20.0,-9.0,6.0,0
2020-03-14,-7.0,16.0,87.0,-16.0,-2.0,4.0,0
2020-03-15,-14.0,6.0,79.0,-24.0,-8.0,5.0,0
2020-03-16,-10.0,18.0,9.0,-35.0,-25.0,11.0,0
2020-03-17,-27.0,4.0,9.0,-41.0,-35.0,16.0,0
2020-03-18,-30.0,1.0,46.0,-43.0,-39.0,17.0,0
2020-03-19,-35.0,-3.0,0.0,-50.0,-43.0,21.0,0
2020-03-20,-35.0,4.0,51.0,-49.0,-44.0,21.0,0
2020-03-21,-42.0,-1.0,51.0,-48.0,-30.0,14.0,0
2020-03-22,-57.0,-31.0,-3.0,-61.0,-38.0,15.0,0
2020-03-23,-56.0,-34.0,-55.0,-67.0,-55.0,26.0,0
2020-03-24,-46.0,-18.0,32.0,-60.0,-55.0,24.0,0
2020-03-25,-51.0,-27.0,-32.0,-65.0,-57.0,27.0,0
2020-03-26,-46.0,-19.0,52.0,-62.0,-57.0,26.0,0
2020-03-27,-48.0,-21.0,42.0,-63.0,-56.0,27.0,0
2020-03-28,-59.0,-32.0,-47.0,-67.0,-44.0,19.0,0
2020-03-29,-59.0,-33.0,-36.0,-70.0,-44.0,16.0,0
2020-03-30,-49.0,-25.0,-11.0,-66.0,-58.0,26.0,0
2020-03-31,-49.0,-24.0,-21.0,-67.0,-60.0,27.0,0
2020-04-01,-47.0,-21.0,13.0,-65.0,-60.0,27.0,0
2020-04-02,-51.0,-15.0,3.0,-67.0,-61.0,28.0,0
2020-04-03,-62.0,0.0,-30.0,-67.0,-60.0,30.0,0
2020-04-04,-64.0,-2.0,21.0,-62.0,-45.0,18.0,0
2020-04-05,-66.0,-11.0,26.0,-67.0,-45.0,16.0,0
2020-04-06,-58.0,-2.0,38.0,-65.0,-61.0,26.0,0
2020-04-07,-57.0,-5.0,22.0,-66.0,-62.0,27.0,0
2020-04-08,-58.0,-7.0,-10.0,-67.0,-63.0,28.0,0
2020-04-09,-61.0,-8.0,-34.0,-70.0,-64.0,30.0,0
2020-04-10,-62.0,-8.0,-43.0,-72.0,-68.0,33.0,0
2020-04-11,-61.0,-3.0,-12.0,-65.0,-47.0,18.0,0
2020-04-12,-76.0,-48.0,-19.0,-72.0,-52.0,16.0,0
2020-04-13,-70.0,-40.0,-54.0,-76.0,-64.0,30.0,0
2020-04-14,-58.0,-19.0,-12.0,-67.0,-61.0,27.0,0
2020-04-15,-56.0,-20.0,-17.0,-67.0,-61.0,27.0,0
2020-04-16,-58.0,-20.0,-24.0,-68.0,-62.0,28.0,0
2020-04-17,-59.0,-22.0,-31.0,-68.0,-60.0,30.0,0
2020-04-18,-64.0,-27.0,-43.0,-68.0,-44.0,19.0,0
2020-04-19,-62.0,-28.0,1.0,-67.0,-42.0,15.0,0
2020-04-20,-58.0,-24.0,-18.0,-67.0,-59.0,26.0,0
2020-04-21,-60.0,-25.0,-33.0,-69.0,-60.0,27.0,0
2020-04-22,-56.0,-20.0,-18.0,-66.0,-59.0,26.0,0
2020-04-23,-58.0,-21.0,-23.0,-67.0,-59.0,27.0,0
2020-04-24,-62.0,-27.0,-50.0,-71.0,-59.0,31.0,0
2020-04-25,-57.0,-19.0,26.0,-58.0,-39.0,15.0,0
2020-04-26,-67.0,-35.0,-59.0,-73.0,-44.0,16.0,0
2020-04-27,-57.0,-23.0,-31.0,-67.0,-57.0,26.0,0
2020-04-28,-51.0,-15.0,25.0,-61.0,-58.0,19.0,0
2020-04-29,-54.0,-20.0,-21.0,-64.0,-58.0,26.0,0
2020-04-30,-56.0,-23.0,-38.0,-67.0,-59.0,28.0,0
2020-05-01,-53.0,-17.0,-15.0,-64.0,-56.0,27.0,0
2020-05-02,-50.0,-13.0,122.0,-52.0,-36.0,13.0,0
2020-02-15,5.0,8.0,21.0,2.0,0.0,-1.0,0
2020-02-16,10.0,9.0,33.0,7.0,1.0,-1.0,0
2020-02-17,8.0,6.0,35.0,7.0,-26.0,4.0,0
2020-02-18,4.0,6.0,15.0,4.0,3.0,-1.0,0
2020-02-19,2.0,4.0,5.0,3.0,3.0,0.0,0
2020-02-20,4.0,4.0,8.0,5.0,1.0,0.0,0
2020-02-21,3.0,6.0,0.0,3.0,5.0,-1.0,0
2020-02-22,2.0,3.0,-9.0,-1.0,0.0,0.0,0
2020-02-23,2.0,1.0,-25.0,1.0,1.0,1.0,0
2020-02-24,4.0,5.0,9.0,5.0,3.0,-1.0,0
2020-02-25,4.0,3.0,-3.0,4.0,3.0,0.0,0
2020-02-26,12.0,9.0,6.0,6.0,3.0,-1.0,0
2020-02-27,13.0,10.0,24.0,11.0,1.0,-1.0,0
2020-02-28,12.0,14.0,15.0,9.0,5.0,-3.0,0
2020-02-29,12.0,13.0,26.0,7.0,3.0,-3.0,0
2020-03-01,17.0,15.0,17.0,11.0,4.0,-2.0,0
2020-03-02,12.0,13.0,19.0,9.0,4.0,-2.0,0
2020-03-03,14.0,15.0,11.0,8.0,3.0,-1.0,0
2020-03-04,13.0,13.0,20.0,7.0,3.0,-1.0,0
2020-03-05,12.0,13.0,32.0,8.0,2.0,-1.0,0
2020-03-06,8.0,12.0,21.0,8.0,5.0,-2.0,0
2020-03-07,10.0,14.0,37.0,12.0,3.0,-3.0,0
2020-03-08,9.0,9.0,-4.0,9.0,2.0,0.0,0
2020-03-09,12.0,15.0,47.0,10.0,2.0,-2.0,0
2020-03-10,12.0,14.0,35.0,9.0,1.0,-1.0,0
2020-03-11,12.0,21.0,30.0,8.0,1.0,-1.0,0
2020-03-12,13.0,37.0,28.0,10.0,-4.0,0.0,0
2020-03-13,1.0,39.0,-13.0,3.0,-6.0,3.0,0
2020-03-14,-5.0,24.0,20.0,8.0,-2.0,2.0,0
2020-03-15,-7.0,16.0,19.0,6.0,-5.0,3.0,0
2020-03-16,-2.0,25.0,36.0,4.0,-20.0,5.0,0
2020-03-17,-11.0,22.0,13.0,3.0,-25.0,9.0,0
2020-03-18,-15.0,19.0,-7.0,-2.0,-28.0,11.0,0
2020-03-19,-24.0,17.0,-2.0,-6.0,-33.0,13.0,0
2020-03-20,-28.0,15.0,-2.0,-10.0,-31.0,13.0,0
2020-03-21,-37.0,3.0,-9.0,-10.0,-23.0,10.0,0
2020-03-22,-36.0,-3.0,10.0,-16.0,-26.0,8.0,0
2020-03-23,-26.0,12.0,4.0,-20.0,-36.0,13.0,0
2020-03-24,-39.0,-7.0,5.0,-19.0,-43.0,17.0,0
2020-03-25,-41.0,-12.0,-6.0,-23.0,-44.0,18.0,0
2020-03-26,-41.0,-15.0,-18.0,-26.0,-47.0,19.0,0
2020-03-27,-43.0,-13.0,-28.0,-33.0,-44.0,19.0,0
2020-03-28,-47.0,-18.0,-28.0,-29.0,-33.0,14.0,0
2020-03-29,-44.0,-18.0,-12.0,-31.0,-34.0,11.0,0
2020-03-30,-37.0,-12.0,-9.0,-30.0,-45.0,16.0,0
2020-03-31,-34.0,-8.0,7.0,-22.0,-45.0,17.0,0
2020-04-01,-33.0,-5.0,-3.0,-24.0,-46.0,18.0,0
2020-04-02,-34.0,-6.0,2.0,-26.0,-47.0,19.0,0
2020-04-03,-35.0,-2.0,-8.0,-30.0,-44.0,18.0,0
2020-04-04,-44.0,-12.0,-18.0,-31.0,-34.0,13.0,0
2020-04-05,-41.0,-11.0,-7.0,-33.0,-35.0,10.0,0
2020-04-06,-34.0,-7.0,1.0,-30.0,-45.0,16.0,0
2020-04-07,-36.0,-7.0,2.0,-26.0,-47.0,18.0,0
2020-04-08,-37.0,-10.0,0.0,-28.0,-47.0,18.0,0
2020-04-09,-36.0,-7.0,1.0,-31.0,-48.0,19.0,0
2020-04-10,-39.0,-5.0,-11.0,-35.0,-51.0,20.0,0
2020-04-11,-46.0,-10.0,-22.0,-36.0,-36.0,14.0,0
2020-04-12,-60.0,-36.0,-39.0,-42.0,-40.0,11.0,0
2020-04-13,-44.0,-19.0,-42.0,-40.0,-49.0,19.0,0
2020-04-14,-37.0,-11.0,-19.0,-30.0,-46.0,19.0,0
2020-04-15,-28.0,-5.0,-9.0,-26.0,-45.0,17.0,0
2020-04-16,-31.0,-7.0,-2.0,-26.0,-46.0,18.0,0
2020-04-17,-35.0,-8.0,-10.0,-30.0,-43.0,18.0,0
2020-04-18,-42.0,-14.0,-22.0,-31.0,-32.0,13.0,0
2020-04-19,-37.0,-13.0,-10.0,-34.0,-32.0,10.0,0
2020-04-20,-30.0,-9.0,1.0,-30.0,-45.0,16.0,0
2020-04-21,-30.0,-6.0,-3.0,-26.0,-45.0,17.0,0
2020-04-22,-31.0,-7.0,-6.0,-26.0,-45.0,18.0,0
2020-04-23,-30.0,-6.0,1.0,-26.0,-46.0,18.0,0
2020-04-24,-33.0,-3.0,-7.0,-29.0,-43.0,17.0,0
2020-04-25,-38.0,-9.0,-5.0,-28.0,-32.0,11.0,0
2020-04-26,-34.0,-10.0,-3.0,-32.0,-32.0,9.0,0
2020-04-27,-27.0,-5.0,2.0,-27.0,-44.0,16.0,0
2020-04-28,-27.0,-3.0,4.0,-23.0,-45.0,10.0,0
2020-04-29,-26.0,-2.0,3.0,-23.0,-44.0,16.0,0
2020-04-30,-25.0,0.0,9.0,-22.0,-45.0,17.0,0
2020-05-01,-27.0,5.0,3.0,-22.0,-41.0,15.0,0
2020-05-02,-35.0,-3.0,-1.0,-24.0,-30.0,10.0,0
2020-02-15,3.0,-4.0,-2.0,-4.0,1.0,0.0,0
2020-02-16,7.0,-3.0,13.0,0.0,0.0,-1.0,0
2020-02-17,7.0,-2.0,23.0,-22.0,-37.0,9.0,0
2020-02-18,-2.0,-5.0,-4.0,-5.0,-10.0,3.0,0
2020-02-19,3.0,-2.0,11.0,-3.0,-9.0,2.0,0
2020-02-20,2.0,-3.0,0.0,-3.0,-9.0,2.0,0
2020-02-21,-1.0,-5.0,-8.0,-6.0,-9.0,3.0,0
2020-02-22,8.0,0.0,29.0,3.0,4.0,-1.0,0
2020-02-23,9.0,2.0,54.0,3.0,3.0,-1.0,0
2020-02-24,3.0,0.0,25.0,-1.0,4.0,0.0,0
2020-02-25,-1.0,-2.0,-1.0,-1.0,3.0,0.0,0
2020-02-26,4.0,3.0,-1.0,0.0,3.0,0.0,0
2020-02-27,-1.0,-2.0,-4.0,0.0,0.0,1.0,0
2020-02-28,1.0,0.0,-9.0,0.0,3.0,1.0,0
2020-02-29,7.0,1.0,-5.0,-1.0,4.0,0.0,0
2020-03-01,10.0,5.0,9.0,0.0,3.0,-1.0,0
2020-03-02,6.0,5.0,16.0,-1.0,4.0,0.0,0
2020-03-03,4.0,6.0,6.0,0.0,4.0,0.0,0
2020-03-04,7.0,8.0,16.0,0.0,3.0,0.0,0
2020-03-05,8.0,9.0,21.0,0.0,4.0,-1.0,0
2020-03-06,-1.0,0.0,-11.0,-3.0,3.0,1.0,0
2020-03-07,10.0,8.0,17.0,0.0,6.0,-1.0,0
2020-03-08,10.0,7.0,61.0,0.0,2.0,-1.0,0
2020-03-09,7.0,8.0,62.0,-4.0,1.0,0.0,0
2020-03-10,1.0,7.0,14.0,-7.0,-1.0,1.0,0
2020-03-11,3.0,11.0,20.0,-8.0,-1.0,1.0,0
2020-03-12,1.0,27.0,6.0,-13.0,-3.0,2.0,0
2020-03-13,-6.0,28.0,1.0,-19.0,-8.0,5.0,0
2020-03-14,-9.0,21.0,20.0,-20.0,-2.0,4.0,0
2020-03-15,-14.0,14.0,28.0,-25.0,-7.0,4.0,0
2020-03-16,-15.0,24.0,-10.0,-36.0,-25.0,10.0,0
2020-03-17,-31.0,13.0,-16.0,-42.0,-32.0,14.0,0
2020-03-18,-33.0,10.0,7.0,-44.0,-36.0,16.0,0
2020-03-19,-39.0,2.0,-16.0,-50.0,-40.0,18.0,0
2020-03-20,-40.0,8.0,-9.0,-50.0,-43.0,20.0,0
2020-03-21,-46.0,0.0,-1.0,-50.0,-30.0,13.0,0
2020-03-22,-54.0,-19.0,-15.0,-59.0,-36.0,13.0,0
2020-03-23,-62.0,-37.0,-64.0,-69.0,-57.0,26.0,0
2020-03-24,-53.0,-18.0,-16.0,-63.0,-56.0,25.0,0
2020-03-25,-56.0,-23.0,-38.0,-66.0,-57.0,26.0,0
2020-03-26,-52.0,-18.0,1.0,-64.0,-57.0,25.0,0
2020-03-27,-54.0,-20.0,-7.0,-64.0,-57.0,27.0,0
2020-03-28,-61.0,-28.0,-52.0,-67.0,-45.0,18.0,0
2020-03-29,-62.0,-32.0,-47.0,-68.0,-46.0,16.0,0
2020-03-30,-55.0,-26.0,-40.0,-69.0,-60.0,26.0,0
2020-03-31,-55.0,-24.0,-36.0,-69.0,-61.0,26.0,0
2020-04-01,-52.0,-18.0,-13.0,-67.0,-61.0,26.0,0
2020-04-02,-54.0,-20.0,-26.0,-69.0,-62.0,27.0,0
2020-04-03,-57.0,-22.0,-56.0,-70.0,-62.0,30.0,0
2020-04-04,-58.0,-21.0,-5.0,-65.0,-47.0,18.0,0
2020-04-05,-59.0,-28.0,-11.0,-68.0,-47.0,15.0,0
2020-04-06,-53.0,-21.0,-3.0,-69.0,-62.0,26.0,0
2020-04-07,-60.0,-11.0,-6.0,-69.0,-63.0,26.0,0
2020-04-08,-62.0,-12.0,-23.0,-70.0,-63.0,27.0,0
2020-04-09,-65.0,-15.0,-46.0,-73.0,-65.0,29.0,0
2020-04-10,-65.0,-13.0,-53.0,-72.0,-66.0,32.0,0
2020-04-11,-62.0,-4.0,-12.0,-65.0,-48.0,18.0,0
2020-04-12,-75.0,-44.0,-10.0,-68.0,-51.0,15.0,0
2020-04-13,-70.0,-39.0,-59.0,-76.0,-64.0,29.0,0
2020-04-14,-60.0,-19.0,-15.0,-68.0,-61.0,26.0,0
2020-04-15,-59.0,-20.0,-25.0,-69.0,-61.0,27.0,0
2020-04-16,-61.0,-20.0,-35.0,-70.0,-61.0,27.0,0
2020-04-17,-62.0,-22.0,-43.0,-68.0,-60.0,29.0,0
2020-04-18,-65.0,-25.0,-40.0,-67.0,-45.0,18.0,0
2020-04-19,-62.0,-26.0,11.0,-64.0,-43.0,14.0,0
2020-04-20,-59.0,-23.0,-19.0,-68.0,-59.0,25.0,0
2020-04-21,-63.0,-27.0,-43.0,-71.0,-60.0,27.0,0
2020-04-22,-60.0,-19.0,-28.0,-68.0,-59.0,26.0,0
2020-04-23,-60.0,-20.0,-32.0,-69.0,-59.0,26.0,0
2020-04-24,-63.0,-25.0,-50.0,-70.0,-59.0,29.0,0
2020-04-25,-57.0,-15.0,45.0,-58.0,-41.0,14.0,0
2020-04-26,-66.0,-33.0,-58.0,-70.0,-44.0,15.0,0
2020-04-27,-59.0,-23.0,-37.0,-68.0,-58.0,25.0,0
2020-04-28,-54.0,-15.0,22.0,-64.0,-57.0,18.0,0
2020-04-29,-56.0,-19.0,-27.0,-67.0,-58.0,25.0,0
2020-04-30,-58.0,-21.0,-45.0,-69.0,-58.0,26.0,0
2020-05-01,-55.0,-15.0,-28.0,-64.0,-56.0,26.0,0
2020-05-02,-51.0,-10.0,63.0,-54.0,-38.0,13.0,0
2020-02-15,6.0,-1.0,23.0,4.0,-1.0,-1.0,0
2020-02-16,3.0,-3.0,-5.0,-1.0,-1.0,0.0,0
2020-02-17,5.0,2.0,46.0,6.0,-11.0,2.0,0
2020-02-18,1.0,0.0,14.0,6.0,1.0,0.0,0
2020-02-19,2.0,4.0,-9.0,3.0,2.0,0.0,0
2020-02-20,-10.0,5.0,-31.0,-7.0,-6.0,7.0,0
2020-02-21,-8.0,-14.0,-13.0,-5.0,-19.0,9.0,0
2020-02-22,3.0,-4.0,30.0,4.0,3.0,0.0,0
2020-02-23,3.0,-3.0,24.0,4.0,2.0,0.0,0
2020-02-24,-1.0,-3.0,-3.0,3.0,3.0,0.0,0
2020-02-25,5.0,0.0,17.0,4.0,3.0,0.0,0
2020-02-26,9.0,1.0,11.0,7.0,3.0,-2.0,0
2020-02-27,11.0,3.0,6.0,9.0,2.0,-1.0,0
2020-02-28,12.0,4.0,20.0,13.0,3.0,-2.0,0
2020-02-29,13.0,3.0,26.0,13.0,2.0,-2.0,0
2020-03-01,14.0,5.0,22.0,11.0,2.0,-2.0,0
2020-03-02,10.0,6.0,31.0,7.0,3.0,-2.0,0
2020-03-03,13.0,9.0,24.0,3.0,2.0,0.0,0
2020-03-04,9.0,5.0,14.0,3.0,2.0,-1.0,0
2020-03-05,6.0,4.0,-4.0,2.0,1.0,0.0,0
2020-03-06,6.0,2.0,19.0,6.0,2.0,-1.0,0
2020-03-07,9.0,4.0,49.0,8.0,2.0,-2.0,0
2020-03-08,9.0,4.0,41.0,8.0,0.0,-1.0,0
2020-03-09,8.0,7.0,65.0,4.0,0.0,-1.0,0
2020-03-10,7.0,7.0,37.0,1.0,1.0,0.0,0
2020-03-11,8.0,7.0,51.0,2.0,0.0,-1.0,0
2020-03-12,9.0,18.0,44.0,-1.0,-2.0,0.0,0
2020-03-13,5.0,24.0,37.0,-4.0,-3.0,0.0,0
2020-03-14,-1.0,17.0,57.0,-4.0,0.0,1.0,0
2020-03-15,-8.0,13.0,-3.0,-14.0,-9.0,3.0,0
2020-03-16,-4.0,21.0,22.0,-15.0,-15.0,5.0,0
2020-03-17,-13.0,19.0,14.0,-18.0,-20.0,9.0,0
2020-03-18,-22.0,9.0,28.0,-23.0,-25.0,10.0,0
2020-03-19,-23.0,10.0,42.0,-28.0,-27.0,11.0,0
2020-03-20,-25.0,10.0,63.0,-29.0,-28.0,11.0,0
2020-03-21,-32.0,2.0,45.0,-29.0,-19.0,8.0,0
2020-03-22,-39.0,-10.0,-7.0,-42.0,-29.0,9.0,0
2020-03-23,-32.0,-5.0,-17.0,-41.0,-33.0,14.0,0
2020-03-24,-31.0,-4.0,-8.0,-38.0,-34.0,15.0,0
2020-03-25,-28.0,-1.0,5.0,-39.0,-36.0,15.0,0
2020-03-26,-35.0,-7.0,11.0,-43.0,-38.0,16.0,0
2020-03-27,-35.0,-6.0,38.0,-45.0,-39.0,16.0,0
2020-03-28,-40.0,-10.0,38.0,-44.0,-29.0,10.0,0
2020-03-29,-40.0,-15.0,13.0,-51.0,-35.0,10.0,0
2020-03-30,-34.0,-10.0,23.0,-45.0,-41.0,15.0,0
2020-03-31,-40.0,-17.0,-18.0,-46.0,-44.0,19.0,0
2020-04-01,-38.0,-13.0,-14.0,-45.0,-45.0,18.0,0
2020-04-02,-37.0,-11.0,7.0,-47.0,-45.0,18.0,0
2020-04-03,-34.0,-5.0,26.0,-46.0,-44.0,17.0,0
2020-04-04,-41.0,-11.0,21.0,-48.0,-32.0,12.0,0
2020-04-05,-43.0,-14.0,5.0,-55.0,-38.0,11.0,0
2020-04-06,-36.0,-10.0,22.0,-46.0,-44.0,16.0,0
2020-04-07,-36.0,-9.0,24.0,-44.0,-45.0,18.0,0
2020-04-08,-36.0,-10.0,15.0,-44.0,-46.0,17.0,0
2020-04-09,-35.0,-5.0,11.0,-47.0,-47.0,18.0,0
2020-04-10,-36.0,-6.0,12.0,-52.0,-57.0,21.0,0
2020-04-11,-40.0,-5.0,20.0,-49.0,-35.0,11.0,0
2020-04-12,-61.0,-32.0,-35.0,-61.0,-44.0,12.0,0
2020-04-13,-39.0,-17.0,1.0,-51.0,-49.0,18.0,0
2020-04-14,-33.0,-10.0,31.0,-42.0,-44.0,17.0,0
2020-04-15,-28.0,-7.0,-6.0,-44.0,-45.0,17.0,0
2020-04-16,-29.0,-6.0,12.0,-45.0,-44.0,17.0,0
2020-04-17,-31.0,-8.0,32.0,-45.0,-43.0,17.0,0
2020-04-18,-36.0,-10.0,10.0,-45.0,-30.0,11.0,0
2020-04-19,-38.0,-15.0,-10.0,-54.0,-36.0,10.0,0
2020-04-20,-34.0,-14.0,-11.0,-50.0,-44.0,18.0,0
2020-04-21,-29.0,-7.0,29.0,-41.0,-43.0,16.0,0
2020-04-22,-29.0,-8.0,22.0,-42.0,-44.0,16.0,0
2020-04-23,-36.0,-12.0,-30.0,-50.0,-45.0,20.0,0
2020-04-24,-31.0,-8.0,33.0,-44.0,-43.0,17.0,0
2020-04-25,-37.0,-10.0,3.0,-46.0,-30.0,11.0,0
2020-04-26,-35.0,-11.0,10.0,-50.0,-35.0,9.0,0
2020-04-27,-25.0,-6.0,28.0,-42.0,-41.0,15.0,0
2020-04-28,-24.0,-3.0,38.0,-38.0,-42.0,10.0,0
2020-04-29,-25.0,-4.0,12.0,-40.0,-43.0,16.0,0
2020-04-30,-29.0,-7.0,-17.0,-45.0,-44.0,18.0,0
2020-05-01,-23.0,0.0,31.0,-39.0,-41.0,15.0,0
2020-05-02,-27.0,-1.0,57.0,-35.0,-26.0,8.0,0
2020-02-15,7.0,-2.0,-1.0,5.0,1.0,-1.0,0
2020-02-16,9.0,0.0,10.0,4.0,1.0,-1.0,0
2020-02-17,9.0,-3.0,4.0,1.0,-21.0,5.0,0
2020-02-18,-2.0,-4.0,-5.0,6.0,-1.0,1.0,0
2020-02-19,0.0,-4.0,-5.0,9.0,1.0,1.0,0
2020-02-20,4.0,-1.0,7.0,5.0,1.0,0.0,0
2020-02-21,4.0,-2.0,12.0,7.0,4.0,0.0,0
2020-02-22,12.0,4.0,30.0,9.0,4.0,-2.0,0
2020-02-23,11.0,7.0,17.0,11.0,3.0,-2.0,0
2020-02-24,1.0,-3.0,6.0,-3.0,4.0,0.0,0
2020-02-25,1.0,-3.0,-2.0,4.0,2.0,0.0,0
2020-02-26,7.0,0.0,10.0,7.0,2.0,-1.0,0
2020-02-27,8.0,-1.0,9.0,5.0,2.0,0.0,0
2020-02-28,8.0,0.0,13.0,9.0,5.0,0.0,0
2020-02-29,12.0,11.0,22.0,11.0,5.0,-2.0,0
2020-03-01,12.0,9.0,-1.0,7.0,4.0,-1.0,0
2020-03-02,6.0,1.0,7.0,2.0,4.0,-1.0,0
2020-03-03,6.0,4.0,13.0,3.0,2.0,0.0,0
2020-03-04,7.0,1.0,9.0,7.0,2.0,-1.0,0
2020-03-05,6.0,1.0,15.0,5.0,2.0,0.0,0
2020-03-06,7.0,0.0,21.0,6.0,3.0,0.0,0
2020-03-07,15.0,8.0,47.0,10.0,5.0,-2.0,0
2020-03-08,10.0,4.0,4.0,9.0,3.0,-1.0,0
2020-03-09,5.0,2.0,15.0,1.0,4.0,0.0,0
2020-03-10,5.0,6.0,10.0,6.0,2.0,0.0,0
2020-03-11,8.0,10.0,21.0,12.0,2.0,-1.0,0
2020-03-12,9.0,20.0,5.0,4.0,-1.0,0.0,0
2020-03-13,3.0,19.0,5.0,4.0,-2.0,2.0,0
2020-03-14,-2.0,15.0,-14.0,-6.0,2.0,3.0,0
2020-03-15,-8.0,13.0,-13.0,-7.0,-1.0,3.0,0
2020-03-16,-4.0,26.0,-16.0,-8.0,-13.0,6.0,0
2020-03-17,-10.0,21.0,2.0,-2.0,-15.0,7.0,0
2020-03-18,-19.0,18.0,-8.0,-7.0,-19.0,10.0,0
2020-03-19,-30.0,11.0,-21.0,-17.0,-24.0,14.0,0
2020-03-20,-40.0,10.0,-15.0,-19.0,-25.0,17.0,0
2020-03-21,-52.0,-4.0,-15.0,-29.0,-19.0,13.0,0
2020-03-22,-49.0,-11.0,25.0,-30.0,-23.0,9.0,0
2020-03-23,-37.0,-6.0,19.0,-24.0,-27.0,13.0,0
2020-03-24,-41.0,-9.0,4.0,-18.0,-30.0,16.0,0
