date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,isRI
2020-04-12,-73.0,-56.0,26.0,-57.0,-43.0,9.0,0
2020-04-13,-45.0,-16.0,-40.0,-54.0,-47.0,19.0,0
2020-04-14,-36.0,-10.0,48.0,-43.0,-45.0,16.0,0
2020-04-15,-33.0,-10.0,16.0,-43.0,-45.0,17.0,0
2020-04-16,-37.0,-11.0,21.0,-46.0,-44.0,18.0,0
2020-04-17,-40.0,-17.0,5.0,-50.0,-45.0,20.0,0
2020-04-18,-46.0,-22.0,-14.0,-56.0,-32.0,13.0,0
2020-04-19,-31.0,-10.0,102.0,-47.0,-27.0,7.0,0
2020-04-20,-31.0,-13.0,35.0,-48.0,-48.0,16.0,0
2020-04-21,-37.0,-15.0,10.0,-46.0,-45.0,18.0,0
2020-04-22,-39.0,-14.0,-5.0,-44.0,-45.0,18.0,0
2020-04-23,-35.0,-9.0,52.0,-44.0,-44.0,17.0,0
2020-04-24,-39.0,-15.0,23.0,-49.0,-45.0,19.0,0
2020-04-25,-37.0,-13.0,77.0,-47.0,-29.0,9.0,0
2020-04-26,-35.0,-11.0,31.0,-51.0,-27.0,8.0,0
2020-04-27,-40.0,-18.0,-28.0,-51.0,-44.0,18.0,0
2020-04-28,-33.0,-10.0,19.0,-41.0,-43.0,11.0,0
2020-04-29,-27.0,-5.0,72.0,-38.0,-43.0,15.0,0
2020-04-30,-33.0,-7.0,10.0,-43.0,-42.0,17.0,0
2020-05-01,-38.0,-15.0,-17.0,-50.0,-43.0,20.0,0
2020-05-02,-31.0,-7.0,73.0,-37.0,-25.0,8.0,0
2020-02-15,2.0,0.0,4.0,1.0,0.0,-1.0,0
2020-02-16,5.0,0.0,20.0,-1.0,0.0,-1.0,0
2020-02-17,8.0,-1.0,40.0,-18.0,-33.0,8.0,0
2020-02-18,2.0,0.0,21.0,4.0,2.0,0.0,0
2020-02-19,2.0,0.0,7.0,1.0,2.0,0.0,0
2020-02-20,1.0,0.0,-6.0,0.0,2.0,0.0,0
2020-02-21,-1.0,-3.0,-4.0,-1.0,3.0,0.0,0
2020-02-22,5.0,3.0,52.0,6.0,4.0,-2.0,0
2020-02-23,6.0,4.0,75.0,6.0,3.0,-1.0,0
2020-02-24,1.0,-1.0,10.0,-1.0,4.0,0.0,0
2020-02-25,1.0,-3.0,-6.0,-1.0,3.0,0.0,0
2020-02-26,3.0,1.0,-2.0,1.0,2.0,0.0,0
2020-02-27,3.0,0.0,-4.0,-1.0,2.0,0.0,0
2020-02-28,2.0,0.0,4.0,1.0,3.0,0.0,0
2020-02-29,5.0,3.0,-3.0,0.0,4.0,-1.0,0
2020-03-01,8.0,6.0,31.0,2.0,3.0,-1.0,0
2020-03-02,4.0,2.0,21.0,-1.0,4.0,0.0,0
2020-03-03,7.0,6.0,24.0,1.0,4.0,-1.0,0
2020-03-04,7.0,5.0,48.0,3.0,3.0,-1.0,0
2020-03-05,6.0,4.0,29.0,1.0,3.0,-1.0,0
2020-03-06,1.0,0.0,3.0,-3.0,2.0,1.0,0
2020-03-07,6.0,6.0,34.0,4.0,4.0,-1.0,0
2020-03-08,7.0,6.0,100.0,5.0,2.0,-1.0,0
2020-03-09,6.0,5.0,84.0,-1.0,3.0,0.0,0
2020-03-10,5.0,5.0,37.0,-2.0,2.0,0.0,0
2020-03-11,4.0,6.0,27.0,-2.0,1.0,0.0,0
2020-03-12,8.0,19.0,33.0,-7.0,-1.0,1.0,0
2020-03-13,1.0,19.0,39.0,-13.0,-4.0,3.0,0
2020-03-14,-7.0,11.0,66.0,-11.0,-2.0,3.0,0
2020-03-15,-13.0,2.0,20.0,-19.0,-11.0,5.0,0
2020-03-16,-7.0,16.0,12.0,-28.0,-24.0,10.0,0
2020-03-17,-20.0,4.0,52.0,-33.0,-32.0,14.0,0
2020-03-18,-23.0,0.0,39.0,-37.0,-37.0,16.0,0
2020-03-19,-24.0,1.0,42.0,-41.0,-39.0,17.0,0
2020-03-20,-27.0,1.0,54.0,-42.0,-39.0,18.0,0
2020-03-21,-36.0,-4.0,34.0,-38.0,-25.0,12.0,0
2020-03-22,-40.0,-15.0,33.0,-45.0,-33.0,11.0,0
2020-03-23,-35.0,-15.0,-45.0,-56.0,-46.0,22.0,0
2020-03-24,-38.0,-17.0,31.0,-51.0,-49.0,21.0,0
2020-03-25,-44.0,-25.0,-43.0,-58.0,-52.0,24.0,0
2020-03-26,-36.0,-16.0,53.0,-52.0,-51.0,22.0,0
2020-03-27,-39.0,-19.0,41.0,-51.0,-49.0,23.0,0
2020-03-28,-48.0,-26.0,-28.0,-53.0,-36.0,16.0,0
2020-03-29,-45.0,-25.0,29.0,-51.0,-39.0,13.0,0
2020-03-30,-26.0,-3.0,28.0,-52.0,-50.0,20.0,0
2020-03-31,-48.0,-29.0,-26.0,-60.0,-55.0,25.0,0
2020-04-01,-43.0,-22.0,-14.0,-56.0,-56.0,25.0,0
2020-04-02,-42.0,-21.0,0.0,-56.0,-56.0,25.0,0
2020-04-03,-41.0,-19.0,-1.0,-54.0,-54.0,26.0,0
2020-04-04,-47.0,-22.0,1.0,-50.0,-39.0,16.0,0
2020-04-05,-47.0,-25.0,35.0,-53.0,-42.0,14.0,0
2020-04-06,-40.0,-22.0,20.0,-55.0,-55.0,23.0,0
2020-04-07,-41.0,-21.0,7.0,-57.0,-56.0,25.0,0
2020-04-08,-40.0,-20.0,34.0,-55.0,-57.0,24.0,0
2020-04-09,-42.0,-21.0,-12.0,-58.0,-58.0,26.0,0
2020-04-10,-43.0,-21.0,-27.0,-60.0,-59.0,28.0,0
2020-04-11,-43.0,-14.0,24.0,-49.0,-39.0,15.0,0
2020-04-12,-60.0,-36.0,5.0,-55.0,-46.0,15.0,0
2020-04-13,-49.0,-31.0,-29.0,-62.0,-58.0,27.0,0
2020-04-14,-39.0,-20.0,15.0,-55.0,-55.0,24.0,0
2020-04-15,-37.0,-18.0,2.0,-53.0,-55.0,24.0,0
2020-04-16,-38.0,-18.0,-3.0,-56.0,-56.0,25.0,0
2020-04-17,-40.0,-20.0,-7.0,-55.0,-54.0,26.0,0
2020-04-18,-45.0,-19.0,-14.0,-50.0,-37.0,16.0,0
2020-04-19,-45.0,-20.0,40.0,-51.0,-40.0,13.0,0
2020-04-20,-39.0,-22.0,0.0,-56.0,-54.0,23.0,0
2020-04-21,-39.0,-21.0,1.0,-56.0,-55.0,24.0,0
2020-04-22,-36.0,-18.0,19.0,-54.0,-55.0,24.0,0
2020-04-23,-40.0,-21.0,-18.0,-58.0,-55.0,25.0,0
2020-04-24,-42.0,-24.0,-26.0,-59.0,-55.0,27.0,0
2020-04-25,-41.0,-16.0,55.0,-43.0,-35.0,14.0,0
2020-04-26,-49.0,-24.0,-41.0,-57.0,-42.0,15.0,0
2020-04-27,-38.0,-21.0,-12.0,-56.0,-53.0,23.0,0
2020-04-28,-36.0,-18.0,4.0,-54.0,-54.0,18.0,0
2020-04-29,-33.0,-15.0,45.0,-51.0,-54.0,22.0,0
2020-04-30,-44.0,-27.0,-44.0,-62.0,-57.0,27.0,0
2020-05-01,-34.0,-14.0,14.0,-51.0,-52.0,24.0,0
2020-05-02,-34.0,-9.0,115.0,-33.0,-32.0,11.0,0
2020-02-15,2.0,-4.0,0.0,3.0,-2.0,0.0,0
2020-02-16,6.0,-4.0,3.0,-1.0,0.0,0.0,0
2020-02-17,11.0,-2.0,32.0,-26.0,-42.0,9.0,0
2020-02-18,-4.0,-10.0,-18.0,-4.0,-10.0,3.0,0
2020-02-19,3.0,-3.0,3.0,-2.0,-10.0,2.0,0
2020-02-20,3.0,-2.0,-1.0,-2.0,-8.0,2.0,0
2020-02-21,0.0,-6.0,-9.0,-3.0,-9.0,3.0,0
2020-02-22,5.0,-2.0,49.0,5.0,1.0,-1.0,0
2020-02-23,9.0,1.0,66.0,6.0,3.0,-1.0,0
2020-02-24,4.0,0.0,51.0,1.0,4.0,-1.0,0
2020-02-25,2.0,-3.0,12.0,2.0,3.0,0.0,0
2020-02-26,5.0,0.0,3.0,5.0,2.0,0.0,0
2020-02-27,4.0,0.0,-1.0,5.0,3.0,0.0,0
2020-02-28,5.0,1.0,-2.0,7.0,3.0,0.0,0
2020-02-29,9.0,0.0,26.0,11.0,2.0,-1.0,0
2020-03-01,10.0,4.0,-1.0,11.0,3.0,-1.0,0
2020-03-02,7.0,5.0,21.0,2.0,3.0,0.0,0
2020-03-03,11.0,6.0,49.0,4.0,1.0,-1.0,0
2020-03-04,4.0,3.0,5.0,0.0,2.0,0.0,0
2020-03-05,7.0,7.0,30.0,1.0,4.0,-1.0,0
2020-03-06,2.0,2.0,1.0,-1.0,3.0,1.0,0
2020-03-07,7.0,3.0,24.0,0.0,1.0,-1.0,0
2020-03-08,9.0,5.0,47.0,0.0,2.0,0.0,0
2020-03-09,10.0,7.0,102.0,-3.0,1.0,0.0,0
2020-03-10,5.0,7.0,33.0,-7.0,0.0,1.0,0
2020-03-11,5.0,13.0,25.0,-10.0,-3.0,1.0,0
2020-03-12,5.0,32.0,14.0,-17.0,-5.0,3.0,0
2020-03-13,-5.0,30.0,-16.0,-26.0,-14.0,8.0,0
2020-03-14,-11.0,16.0,61.0,-19.0,-4.0,4.0,0
2020-03-15,-15.0,5.0,43.0,-26.0,-8.0,5.0,0
2020-03-16,-12.0,16.0,8.0,-41.0,-30.0,12.0,0
2020-03-17,-32.0,0.0,-19.0,-50.0,-39.0,17.0,0
2020-03-18,-31.0,1.0,53.0,-50.0,-42.0,17.0,0
2020-03-19,-39.0,-3.0,-36.0,-59.0,-44.0,21.0,0
2020-03-20,-34.0,11.0,20.0,-56.0,-44.0,20.0,0
2020-03-21,-42.0,-5.0,71.0,-50.0,-30.0,12.0,0
2020-03-22,-46.0,-19.0,22.0,-59.0,-33.0,12.0,0
2020-03-23,-40.0,-12.0,-33.0,-66.0,-50.0,21.0,0
2020-03-24,-49.0,-21.0,-2.0,-68.0,-55.0,24.0,0
2020-03-25,-52.0,-25.0,-21.0,-70.0,-57.0,26.0,0
2020-03-26,-47.0,-17.0,42.0,-68.0,-56.0,25.0,0
2020-03-27,-48.0,-19.0,46.0,-67.0,-55.0,26.0,0
2020-03-28,-52.0,-23.0,57.0,-63.0,-41.0,15.0,0
2020-03-29,-59.0,-36.0,-56.0,-73.0,-42.0,16.0,0
2020-03-30,-49.0,-25.0,-28.0,-72.0,-58.0,24.0,0
2020-03-31,-46.0,-20.0,11.0,-69.0,-58.0,25.0,0
2020-04-01,-46.0,-16.0,-2.0,-69.0,-59.0,25.0,0
2020-04-02,-50.0,-17.0,-30.0,-73.0,-59.0,27.0,0
2020-04-03,-54.0,-22.0,-54.0,-74.0,-59.0,30.0,0
2020-04-04,-53.0,-19.0,29.0,-64.0,-43.0,16.0,0
2020-04-05,-53.0,-27.0,25.0,-68.0,-42.0,14.0,0
2020-04-06,-44.0,-19.0,51.0,-69.0,-59.0,23.0,0
2020-04-07,-46.0,-21.0,41.0,-70.0,-60.0,25.0,0
2020-04-08,-51.0,-22.0,-13.0,-73.0,-61.0,26.0,0
2020-04-09,-54.0,-25.0,-42.0,-75.0,-61.0,28.0,0
2020-04-10,-50.0,-16.0,-25.0,-73.0,-61.0,29.0,0
2020-04-11,-49.0,-12.0,33.0,-64.0,-44.0,16.0,0
2020-04-12,-67.0,-50.0,21.0,-69.0,-48.0,14.0,0
2020-04-13,-58.0,-40.0,-55.0,-77.0,-61.0,27.0,0
2020-04-14,-45.0,-20.0,25.0,-69.0,-59.0,24.0,0
2020-04-15,-45.0,-22.0,2.0,-70.0,-59.0,25.0,0
2020-04-16,-47.0,-20.0,-7.0,-71.0,-59.0,26.0,0
2020-04-17,-48.0,-21.0,-7.0,-70.0,-58.0,27.0,0
2020-04-18,-59.0,-33.0,-44.0,-70.0,-45.0,19.0,0
2020-04-19,-45.0,-25.0,62.0,-62.0,-39.0,12.0,0
2020-04-20,-45.0,-25.0,5.0,-72.0,-62.0,25.0,0
2020-04-21,-50.0,-29.0,-28.0,-72.0,-59.0,26.0,0
2020-04-22,-47.0,-24.0,-18.0,-71.0,-59.0,26.0,0
2020-04-23,-45.0,-20.0,21.0,-69.0,-58.0,25.0,0
2020-04-24,-51.0,-27.0,-45.0,-72.0,-58.0,29.0,0
2020-04-25,-45.0,-22.0,98.0,-56.0,-40.0,13.0,0
2020-04-26,-53.0,-32.0,-34.0,-71.0,-42.0,15.0,0
2020-04-27,-50.0,-31.0,-48.0,-74.0,-58.0,25.0,0
2020-04-28,-43.0,-21.0,9.0,-68.0,-58.0,18.0,0
2020-04-29,-41.0,-20.0,30.0,-67.0,-58.0,23.0,0
2020-04-30,-47.0,-20.0,-23.0,-70.0,-58.0,26.0,0
2020-05-01,-45.0,-18.0,-13.0,-68.0,-56.0,26.0,0
2020-05-02,-41.0,-15.0,100.0,-52.0,-37.0,12.0,0
2020-02-15,2.0,0.0,15.0,5.0,4.0,0.0,0
2020-02-16,9.0,4.0,45.0,4.0,3.0,-1.0,0
2020-02-17,1.0,-2.0,1.0,-2.0,-13.0,4.0,0
2020-02-18,-2.0,-4.0,-4.0,2.0,-6.0,2.0,0
2020-02-19,2.0,0.0,4.0,4.0,0.0,0.0,0
2020-02-20,2.0,-1.0,2.0,5.0,0.0,0.0,0
2020-02-21,-1.0,-5.0,4.0,9.0,0.0,1.0,0
2020-02-22,9.0,4.0,56.0,17.0,8.0,-2.0,0
2020-02-23,12.0,6.0,90.0,18.0,6.0,-2.0,0
2020-02-24,1.0,0.0,14.0,6.0,2.0,0.0,0
2020-02-25,4.0,3.0,2.0,5.0,2.0,0.0,0
2020-02-26,-8.0,-9.0,-12.0,1.0,-11.0,5.0,0
2020-02-27,1.0,-3.0,-7.0,7.0,-8.0,3.0,0
2020-02-28,2.0,-2.0,-2.0,15.0,0.0,0.0,0
2020-02-29,13.0,6.0,23.0,28.0,6.0,-2.0,0
2020-03-01,17.0,10.0,57.0,23.0,5.0,-2.0,0
2020-03-02,9.0,4.0,28.0,5.0,2.0,-1.0,0
2020-03-03,12.0,7.0,14.0,8.0,1.0,-1.0,0
2020-03-04,11.0,5.0,22.0,9.0,1.0,-1.0,0
2020-03-05,10.0,4.0,20.0,9.0,1.0,-1.0,0
2020-03-06,2.0,-5.0,0.0,7.0,0.0,1.0,0
2020-03-07,14.0,8.0,61.0,14.0,8.0,-2.0,0
2020-03-08,17.0,11.0,155.0,14.0,5.0,-2.0,0
2020-03-09,6.0,4.0,31.0,3.0,2.0,0.0,0
2020-03-10,11.0,5.0,48.0,5.0,-1.0,0.0,0
2020-03-11,7.0,14.0,14.0,4.0,1.0,0.0,0
2020-03-12,7.0,28.0,28.0,2.0,-1.0,1.0,0
2020-03-13,-5.0,29.0,8.0,-3.0,-7.0,4.0,0
2020-03-14,-13.0,13.0,16.0,-5.0,2.0,4.0,0
2020-03-15,-11.0,10.0,87.0,-8.0,-4.0,3.0,0
2020-03-16,-17.0,24.0,13.0,-17.0,-21.0,9.0,0
2020-03-17,-29.0,10.0,45.0,-19.0,-28.0,11.0,0
2020-03-18,-33.0,4.0,10.0,-24.0,-31.0,13.0,0
2020-03-19,-34.0,9.0,9.0,-30.0,-34.0,15.0,0
2020-03-20,-41.0,2.0,-2.0,-32.0,-37.0,18.0,0
2020-03-21,-46.0,-5.0,33.0,-32.0,-26.0,11.0,0
2020-03-22,-47.0,-15.0,48.0,-41.0,-31.0,9.0,0
2020-03-23,-34.0,12.0,-1.0,-40.0,-43.0,17.0,0
2020-03-24,-59.0,-29.0,3.0,-50.0,-57.0,25.0,0
2020-03-25,-53.0,-22.0,66.0,-46.0,-58.0,23.0,0
2020-03-26,-56.0,-25.0,12.0,-51.0,-59.0,25.0,0
2020-03-27,-58.0,-26.0,22.0,-52.0,-58.0,27.0,0
2020-03-28,-63.0,-29.0,-22.0,-56.0,-44.0,17.0,0
2020-03-29,-58.0,-28.0,15.0,-55.0,-43.0,12.0,0
2020-03-30,-54.0,-24.0,-10.0,-55.0,-60.0,24.0,0
2020-03-31,-53.0,-22.0,-3.0,-52.0,-61.0,25.0,0
2020-04-01,-50.0,-17.0,21.0,-49.0,-61.0,25.0,0
2020-04-02,-49.0,-16.0,99.0,-48.0,-61.0,24.0,0
2020-04-03,-52.0,-18.0,68.0,-49.0,-61.0,26.0,0
2020-04-04,-60.0,-26.0,2.0,-54.0,-45.0,17.0,0
2020-04-05,-55.0,-24.0,92.0,-53.0,-44.0,11.0,0
2020-04-06,-51.0,-22.0,48.0,-53.0,-61.0,24.0,0
2020-04-07,-54.0,-23.0,23.0,-54.0,-63.0,25.0,0
2020-04-08,-49.0,-17.0,76.0,-48.0,-62.0,24.0,0
2020-04-09,-53.0,-18.0,-11.0,-56.0,-63.0,26.0,0
2020-04-10,-57.0,-21.0,-15.0,-58.0,-65.0,30.0,0
2020-04-11,-58.0,-15.0,59.0,-51.0,-45.0,16.0,0
2020-04-12,-74.0,-50.0,17.0,-60.0,-51.0,13.0,0
2020-04-13,-57.0,-28.0,-22.0,-59.0,-61.0,25.0,0
2020-04-14,-53.0,-24.0,-9.0,-55.0,-61.0,26.0,0
2020-04-15,-48.0,-18.0,-18.0,-52.0,-60.0,25.0,0
2020-04-16,-48.0,-17.0,0.0,-53.0,-60.0,25.0,0
2020-04-17,-57.0,-29.0,-26.0,-58.0,-60.0,29.0,0
2020-04-18,-53.0,-21.0,59.0,-49.0,-40.0,15.0,0
2020-04-19,-50.0,-24.0,80.0,-54.0,-41.0,11.0,0
2020-04-20,-44.0,-20.0,52.0,-50.0,-58.0,22.0,0
2020-04-21,-49.0,-20.0,-11.0,-53.0,-60.0,25.0,0
2020-04-22,-48.0,-19.0,-9.0,-53.0,-59.0,25.0,0
2020-04-23,-49.0,-20.0,-10.0,-55.0,-59.0,26.0,0
2020-04-24,-50.0,-23.0,39.0,-51.0,-58.0,26.0,0
2020-04-25,-50.0,-22.0,58.0,-47.0,-40.0,14.0,0
2020-04-26,-42.0,-19.0,134.0,-48.0,-39.0,9.0,0
2020-04-27,-37.0,-18.0,64.0,-46.0,-56.0,21.0,0
2020-04-28,-35.0,-13.0,103.0,-41.0,-57.0,15.0,0
2020-04-29,-40.0,-16.0,-4.0,-48.0,-58.0,23.0,0
2020-04-30,-39.0,-13.0,6.0,-48.0,-57.0,23.0,0
2020-05-01,-37.0,-12.0,105.0,-38.0,-55.0,22.0,0
2020-05-02,-38.0,-10.0,160.0,-31.0,-35.0,10.0,0
2020-02-15,6.0,2.0,13.0,5.0,1.0,-1.0,0
2020-02-16,9.0,2.0,11.0,-3.0,1.0,-1.0,0
2020-02-17,4.0,-1.0,5.0,-6.0,-22.0,5.0,0
2020-02-18,-2.0,-1.0,-9.0,6.0,-1.0,1.0,0
2020-02-19,0.0,-2.0,-13.0,3.0,1.0,0.0,0
2020-02-20,-2.0,-2.0,-14.0,0.0,1.0,1.0,0
2020-02-21,2.0,3.0,6.0,8.0,2.0,0.0,0
2020-02-22,5.0,5.0,26.0,5.0,3.0,-1.0,0
2020-02-23,11.0,8.0,44.0,6.0,3.0,-2.0,0
2020-02-24,4.0,3.0,5.0,5.0,3.0,-1.0,0
2020-02-25,5.0,2.0,3.0,6.0,2.0,0.0,0
2020-02-26,6.0,2.0,-1.0,6.0,2.0,-1.0,0
2020-02-27,3.0,1.0,-5.0,4.0,2.0,0.0,0
2020-02-28,5.0,3.0,0.0,8.0,2.0,-1.0,0
2020-02-29,8.0,6.0,5.0,6.0,5.0,-1.0,0
2020-03-01,15.0,11.0,40.0,6.0,4.0,-2.0,0
2020-03-02,6.0,4.0,-1.0,2.0,3.0,0.0,0
2020-03-03,10.0,7.0,20.0,3.0,1.0,0.0,0
2020-03-04,7.0,5.0,5.0,4.0,2.0,-1.0,0
2020-03-05,1.0,1.0,-15.0,-1.0,1.0,0.0,0
2020-03-06,6.0,6.0,6.0,3.0,-1.0,0.0,0
2020-03-07,7.0,9.0,21.0,7.0,3.0,-1.0,0
2020-03-08,13.0,12.0,93.0,7.0,2.0,-2.0,0
2020-03-09,4.0,3.0,-1.0,-5.0,-2.0,1.0,0
2020-03-10,6.0,4.0,6.0,-1.0,-2.0,1.0,0
2020-03-11,7.0,7.0,11.0,-2.0,-3.0,1.0,0
2020-03-12,3.0,14.0,-10.0,-8.0,-4.0,2.0,0
2020-03-13,2.0,20.0,-2.0,-7.0,-6.0,3.0,0
2020-03-14,-7.0,15.0,-14.0,-10.0,-1.0,4.0,0
2020-03-15,-5.0,19.0,31.0,-15.0,-4.0,3.0,0
2020-03-16,-5.0,20.0,-13.0,-27.0,-16.0,8.0,0
2020-03-17,-18.0,15.0,33.0,-26.0,-24.0,11.0,0
2020-03-18,-34.0,2.0,7.0,-35.0,-32.0,15.0,0
2020-03-19,-41.0,-6.0,-31.0,-45.0,-35.0,18.0,0
2020-03-20,-38.0,4.0,-3.0,-43.0,-36.0,19.0,0
2020-03-21,-49.0,-9.0,-5.0,-43.0,-25.0,14.0,0
2020-03-22,-48.0,-19.0,18.0,-50.0,-30.0,11.0,0
2020-03-23,-39.0,-11.0,35.0,-52.0,-39.0,17.0,0
2020-03-24,-41.0,-14.0,22.0,-50.0,-42.0,20.0,0
2020-03-25,-37.0,-8.0,-11.0,-53.0,-43.0,20.0,0
2020-03-26,-37.0,-5.0,55.0,-52.0,-43.0,20.0,0
2020-03-27,-40.0,-8.0,55.0,-51.0,-44.0,21.0,0
2020-03-28,-65.0,-38.0,-44.0,-64.0,-37.0,19.0,0
2020-03-29,-58.0,-35.0,-16.0,-64.0,-38.0,14.0,0
2020-03-30,-44.0,-21.0,98.0,-56.0,-49.0,20.0,0
2020-03-31,-42.0,-17.0,79.0,-52.0,-50.0,21.0,0
2020-04-01,-41.0,-15.0,49.0,-54.0,-50.0,22.0,0
2020-04-02,-46.0,-18.0,25.0,-58.0,-51.0,24.0,0
2020-04-03,-50.0,-22.0,-39.0,-61.0,-51.0,27.0,0
2020-04-04,-51.0,-15.0,12.0,-55.0,-35.0,16.0,0
2020-04-05,-46.0,-18.0,98.0,-58.0,-37.0,12.0,0
2020-04-06,-43.0,-18.0,35.0,-58.0,-50.0,21.0,0
2020-04-07,-41.0,-13.0,105.0,-54.0,-51.0,21.0,0
2020-04-08,-42.0,-14.0,31.0,-57.0,-51.0,22.0,0
2020-04-09,-45.0,-14.0,-14.0,-60.0,-52.0,24.0,0
2020-04-10,-41.0,-7.0,34.0,-57.0,-54.0,25.0,0
2020-04-11,-44.0,-2.0,50.0,-51.0,-36.0,14.0,0
2020-04-12,-77.0,-59.0,-48.0,-71.0,-49.0,15.0,0
2020-04-13,-45.0,-20.0,-22.0,-60.0,-50.0,22.0,0
2020-04-14,-45.0,-19.0,-18.0,-58.0,-49.0,23.0,0
2020-04-15,-38.0,-12.0,1.0,-55.0,-49.0,22.0,0
2020-04-16,-40.0,-13.0,22.0,-56.0,-49.0,23.0,0
2020-04-17,-40.0,-13.0,37.0,-53.0,-48.0,23.0,0
2020-04-18,-43.0,-11.0,66.0,-48.0,-31.0,13.0,0
2020-04-19,-39.0,-13.0,92.0,-55.0,-34.0,10.0,0
2020-04-20,-38.0,-16.0,22.0,-57.0,-48.0,20.0,0
2020-04-21,-36.0,-12.0,48.0,-53.0,-48.0,21.0,0
2020-04-22,-33.0,-9.0,134.0,-49.0,-49.0,19.0,0
2020-04-23,-38.0,-12.0,59.0,-53.0,-48.0,21.0,0
2020-04-24,-38.0,-10.0,75.0,-52.0,-48.0,21.0,0
2020-04-25,-40.0,-6.0,92.0,-45.0,-30.0,11.0,0
2020-04-26,-35.0,-10.0,121.0,-52.0,-33.0,8.0,0
2020-04-27,-29.0,-8.0,122.0,-50.0,-47.0,18.0,0
2020-04-28,-37.0,-14.0,-1.0,-56.0,-49.0,15.0,0
2020-04-29,-31.0,-6.0,74.0,-49.0,-48.0,19.0,0
2020-04-30,-30.0,-4.0,127.0,-47.0,-48.0,18.0,0
2020-05-01,-32.0,-1.0,79.0,-46.0,-47.0,19.0,0
2020-05-02,-35.0,2.0,112.0,-39.0,-29.0,9.0,0
2020-02-15,8.0,6.0,17.0,8.0,1.0,-1.0,0
2020-02-16,3.0,1.0,-12.0,4.0,-1.0,1.0,0
2020-02-17,2.0,2.0,-1.0,1.0,-15.0,4.0,0
2020-02-18,-2.0,0.0,-2.0,0.0,1.0,1.0,0
2020-02-19,3.0,1.0,-2.0,2.0,0.0,0.0,0
2020-02-20,-5.0,-4.0,-20.0,0.0,-1.0,3.0,0
2020-02-21,1.0,0.0,2.0,9.0,0.0,0.0,0
2020-02-22,6.0,5.0,20.0,12.0,2.0,-1.0,0
2020-02-23,4.0,2.0,12.0,12.0,1.0,0.0,0
2020-02-24,2.0,0.0,-9.0,2.0,-2.0,2.0,0
2020-02-25,10.0,3.0,24.0,10.0,-4.0,0.0,0
2020-02-26,22.0,8.0,9.0,15.0,-1.0,-1.0,0
2020-02-27,18.0,7.0,18.0,12.0,2.0,-2.0,0
2020-02-28,15.0,8.0,18.0,10.0,1.0,-3.0,0
2020-02-29,20.0,12.0,42.0,17.0,3.0,-4.0,0
2020-03-01,23.0,14.0,35.0,24.0,4.0,-2.0,0
2020-03-02,17.0,9.0,10.0,5.0,3.0,-1.0,0
2020-03-03,22.0,16.0,21.0,8.0,2.0,-2.0,0
2020-03-04,12.0,4.0,-6.0,4.0,-1.0,1.0,0
2020-03-05,16.0,10.0,21.0,10.0,2.0,-1.0,0
2020-03-06,10.0,5.0,24.0,11.0,0.0,-2.0,0
2020-03-07,14.0,10.0,41.0,23.0,3.0,-3.0,0
2020-03-08,16.0,9.0,45.0,22.0,2.0,-2.0,0
2020-03-09,12.0,8.0,24.0,8.0,-9.0,1.0,0
2020-03-10,16.0,11.0,39.0,8.0,-9.0,0.0,0
2020-03-11,15.0,10.0,36.0,12.0,-9.0,0.0,0
2020-03-12,14.0,24.0,45.0,12.0,-10.0,0.0,0
2020-03-13,5.0,21.0,23.0,9.0,-12.0,1.0,0
2020-03-14,3.0,21.0,41.0,10.0,0.0,-1.0,0
2020-03-15,2.0,17.0,32.0,10.0,-4.0,1.0,0
2020-03-16,4.0,25.0,24.0,4.0,-14.0,4.0,0
2020-03-17,-3.0,21.0,34.0,2.0,-18.0,6.0,0
2020-03-18,-5.0,17.0,32.0,0.0,-21.0,7.0,0
2020-03-19,-13.0,18.0,26.0,-3.0,-22.0,9.0,0
2020-03-20,-23.0,10.0,0.0,-12.0,-26.0,12.0,0
2020-03-21,-30.0,8.0,-1.0,-15.0,-18.0,9.0,0
2020-03-22,-36.0,-7.0,-6.0,-21.0,-27.0,9.0,0
2020-03-23,-26.0,0.0,4.0,-19.0,-29.0,12.0,0
2020-03-24,-28.0,-4.0,9.0,-13.0,-32.0,14.0,0
2020-03-25,-24.0,-5.0,26.0,-13.0,-34.0,13.0,0
2020-03-26,-26.0,-6.0,31.0,-17.0,-34.0,13.0,0
2020-03-27,-29.0,-9.0,21.0,-23.0,-35.0,14.0,0
2020-03-28,-34.0,-9.0,14.0,-25.0,-25.0,9.0,0
2020-03-29,-32.0,-7.0,27.0,-29.0,-30.0,9.0,0
2020-03-30,-26.0,-6.0,4.0,-23.0,-34.0,13.0,0
2020-03-31,-26.0,-3.0,-6.0,-21.0,-36.0,15.0,0
2020-04-01,-15.0,11.0,17.0,-17.0,-37.0,13.0,0
2020-04-02,-21.0,12.0,10.0,-21.0,-37.0,14.0,0
2020-04-03,-28.0,7.0,-6.0,-29.0,-39.0,16.0,0
2020-04-04,-47.0,-13.0,-22.0,-37.0,-31.0,13.0,0
2020-04-05,-43.0,-14.0,-8.0,-37.0,-35.0,11.0,0
